#OdmikNapetost
-7.2 1.22
-6.4 1.29
-5.8 1.35
-4.6 1.40
-3.6 1.49
-3.2 1.53
-2.6 1.38
-2.0 1.62
-1.4 1.78
-0.8 1.80
0 1.84
0.6 1.74
1.4 1.64
2.0 1.56
2.6 1.76
3.2 1.72
3.6 1.68
4.4 1.54
5.2 1.5
5.8 1.46
6.4 1.35
7.2 1.32
8.0 1.38
