0	0	-0.00752215	0
0.0131	0.012207	-0.411422	-0.00899307
0.0262	0.0244141	0.18306	-0.00782427
0.0393	0.037384	0.232193	-0.00615216
0.0524	0.0495911	0.194352	-0.00392647
0.0655	0.062561	0.174363	-0.000992281
0.0786	0.0747681	0.502503	0.00389942
0.0917	0.087738	0.347474	0.00929854
0.1048	0.0999451	0.366013	0.014306
0.1179	0.112152	0.321457	0.0167432
0.131	0.125122	0.255768	0.0203491
0.1441	0.137329	0.229523	0.0236853
0.1572	0.149536	0.236008	0.0266506
0.1703	0.162506	0.215256	0.0292204
0.1835	0.174713	0.19191	0.0317078
0.1966	0.18692	0.176499	0.0339815
0.2097	0.199127	0.158112	0.0360931
0.2228	0.211334	0.146821	0.0379865
0.2359	0.223541	0.135529	0.0397958
0.249	0.235748	0.128281	0.0414588
0.2621	0.247955	0.114701	0.0430467
0.2752	0.260162	0.105393	0.0444751
0.2883	0.272369	0.0921177	0.0458392
0.3014	0.284576	0.0791478	0.0470998
0.3145	0.296783	0.0698399	0.0482831
0.3276	0.308228	0.0762486	0.0493694
0.3407	0.320435	0.0819706	0.0504367
0.3538	0.332642	0.075562	0.0514208
0.367	0.344086	0.0751805	0.0523808
0.3801	0.356293	0.0659489	0.0532493
0.3932	0.367737	0.0705266	0.0540743
0.4063	0.379181	0.0637364	0.054869
0.4194	0.390625	0.0532841	0.0556194
0.4325	0.402832	0.0469517	0.0563116
0.4456	0.414276	0.0428319	0.0569761
0.4587	0.42572	0.0438237	0.0576094
0.4718	0.436401	0.0455021	0.0582126
0.4849	0.447845	0.0562596	0.0587771
0.498	0.45929	0.0460362	0.0592992
0.5111	0.469971	0.0318455	0.0598217
0.5242	0.481415	0.0243687	0.060331
0.5373	0.492096	0.0242161	0.0608098
0.5505	0.50354	0.0391697	0.0612676
0.5636	0.514221	0.0507664	0.0616791
0.5767	0.524902	0.0295567	0.0620657
0.5898	0.535583	0.00910993	0.0624816
0.6029	0.546265	0.0210118	0.0628826
0.616	0.556183	0.0442814	0.0632254
0.6291	0.566864	0.0341343	0.0635428
0.6422	0.576782	0.00727888	0.0638969
0.6553	0.587463	0.0217747	0.0642389
0.6684	0.597382	0.0329899	0.0645156
0.6815	0.6073	0.0159764	0.0648016
0.6946	0.617218	0.0223088	0.0650931
0.7077	0.627136	0.019257	0.0653467
0.7208	0.637054	0.0141453	0.0656263
0.734	0.646973	0.0223851	0.0658661
0.7471	0.656128	0.0168919	0.0661035
0.7602	0.665283	0.0213933	0.066342
0.7733	0.675201	0.0147557	0.0665597
0.7864	0.684357	0.0172734	0.0667856
0.7995	0.693512	0.0124669	0.066978
0.8126	0.701904	0.0152897	0.0671829
0.8257	0.71106	0.00788923	0.0673705
0.8388	0.720215	0.0125432	0.0675522
0.8519	0.728607	0.0136113	0.06773
0.865	0.737	0.0167393	0.0679033
0.8781	0.745392	0.015366	0.0680772
0.8912	0.753784	0.0126195	0.0682322
0.9043	0.762177	0.0152897	0.0683865
0.9175	0.769806	0.00918623	0.0685426
0.9306	0.778198	0.014069	0.0686831
0.9437	0.785828	0.00964399	0.0688164
0.9568	0.793457	0.0131535	0.0689524
0.9699	0.801086	0.00727888	0.0690773
0.983	0.808716	0.0113987	0.0692007
0.9961	0.815582	0.00727888	0.0693132
1.0092	0.823212	0.0152134	0.0694327
1.0223	0.830078	0.00674482	0.0695479
1.0354	0.836945	0.00979658	0.0696488
1.0485	0.843811	0.00834699	0.0697544
1.0616	0.850677	0.00910993	0.0698526
1.0747	0.856781	0.00781293	0.0699484
1.0878	0.863647	0.00430341	0.0700379
1.101	0.869751	0.00560041	0.0701289
1.1141	0.875854	0.00209089	0.0702115
1.1272	0.881958	0.00651594	0.0702992
1.1403	0.888062	0.00506635	0.0703724
1.1534	0.893402	0.00811811	0.0704457
1.1665	0.898743	0.00354047	0.0705185
1.1796	0.904083	0.000870185	0.0705936
1.1927	0.909424	0.00422712	0.0706556
1.2058	0.914764	0.00643964	0.0707174
1.2189	0.920105	0.00788923	0.0707821
1.232	0.924683	0.00140424	0.070839
1.2451	0.92926	0.00613447	0.070897
1.2582	0.933838	0.00293012	0.0709507
1.2713	0.938416	0.00231977	0.0710009
1.2845	0.94223	0.00262495	0.071051
