0	0	-0.00182991	0
0.0131	0.012207	-0.411681	-0.00901798
0.0262	0.0244141	0.182344	-0.00787925
0.0393	0.037384	0.232316	-0.00622947
0.0524	0.0495911	0.194703	-0.0040463
0.0655	0.062561	0.174028	-0.00126496
0.0786	0.0747681	0.442887	0.00329021
0.0917	0.087738	0.347215	0.00813954
0.1048	0.0999451	0.333024	0.0129775
0.1179	0.112152	0.439607	0.0156703
0.131	0.125122	0.18715	0.0191489
0.1441	0.137329	0.17151	0.0227359
0.1572	0.149536	0.262223	0.0256065
0.1703	0.162506	0.251619	0.0279948
0.1835	0.174713	0.196611	0.0304041
0.1966	0.18692	0.162431	0.0326655
0.2097	0.199127	0.137712	0.0347701
0.2228	0.211334	0.136491	0.0366262
0.2359	0.223541	0.128862	0.0383705
0.249	0.235748	0.123216	0.0399587
0.2621	0.247955	0.110475	0.0414677
0.2752	0.260162	0.0946819	0.0428326
0.2883	0.272369	0.0817882	0.0441258
0.3014	0.284576	0.0749981	0.0453064
0.3145	0.296783	0.0673687	0.0464241
0.3276	0.308228	0.0756847	0.0474523
0.3407	0.320435	0.0785076	0.0484611
0.3538	0.332642	0.0695049	0.049389
0.367	0.344086	0.0736248	0.0502852
0.3801	0.356293	0.0634014	0.0510966
0.3932	0.367737	0.0681316	0.0518761
0.4063	0.379181	0.0543224	0.0526196
0.4194	0.390625	0.0536358	0.0533186
0.4325	0.402832	0.040971	0.0539729
0.4456	0.414276	0.0388348	0.0545931
0.4587	0.42572	0.0421154	0.0551818
0.4718	0.436401	0.0418865	0.0557452
0.4849	0.447845	0.0508892	0.0562746
0.498	0.45929	0.0467693	0.0567607
0.5111	0.469971	0.0332653	0.0572396
0.5242	0.481415	0.0230419	0.0577089
0.5373	0.492096	0.0185406	0.0581635
0.5505	0.50354	0.0339519	0.0585858
0.5636	0.514221	0.0502026	0.0589724
0.5767	0.524902	0.0375378	0.0593179
0.5898	0.535583	0.0113689	0.059691
0.6029	0.546265	0.0127422	0.0600628
0.616	0.556183	0.0337231	0.0603921
0.6291	0.566864	0.0337994	0.0606862
0.6422	0.576782	0.00976677	0.0610028
0.6553	0.587463	0.0200664	0.061317
0.6684	0.597382	0.028764	0.0615759
0.6815	0.6073	0.0154888	0.0618426
0.6946	0.617218	0.0211346	0.0621109
0.7077	0.627136	0.0222027	0.0623458
0.7208	0.637054	0.0160229	0.0625998
0.734	0.646973	0.0205242	0.0628207
0.7471	0.656128	0.0173199	0.0630399
0.7602	0.665283	0.0205242	0.0632653
0.7733	0.675201	0.0115978	0.0634611
0.7864	0.684357	0.0173199	0.0636671
0.7995	0.693512	0.0121319	0.0638468
0.8126	0.701904	0.0158703	0.0640357
0.8257	0.71106	0.0104534	0.0642123
0.8388	0.720215	0.0152599	0.0643826
0.8519	0.728607	0.0144207	0.0645471
0.865	0.737	0.0148785	0.0647068
0.8781	0.745392	0.0141155	0.0648688
0.8912	0.753784	0.0113689	0.0650131
0.9043	0.762177	0.0138866	0.0651531
0.9175	0.769806	0.00953788	0.0653014
0.9306	0.778198	0.010606	0.0654303
0.9437	0.785828	0.00846977	0.0655562
0.9568	0.793457	0.010606	0.065681
0.9699	0.801086	0.00824089	0.065796
0.983	0.808716	0.0080883	0.0659142
0.9961	0.815582	0.00419731	0.0660162
1.0092	0.823212	0.011903	0.0661324
