START: TDC 0
STOP: TDC 0
1st stop option: Off
From: 0 ms
To: 18 ms
START counts: 18525
STOP counts: 18525
Time intervals: 18515
Elapsed time: 30.1 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
0	1034	0.620518
0.09	979	0.587512
0.18	905	0.543103
0.27	813	0.487893
0.36	797	0.478291
0.45	785	0.47109
0.54	751	0.450686
0.63	712	0.427281
0.72	632	0.379272
0.81	624	0.374471
0.9	591	0.354667
0.99	564	0.338464
1.08	505	0.303058
1.17	543	0.325862
1.26	439	0.26345
1.35	424	0.254448
1.44	436	0.26165
1.53	360	0.216041
1.62	364	0.218442
1.71	328	0.196837
1.8	305	0.183035
1.89	291	0.174633
1.98	334	0.200438
2.07	300	0.180034
2.16	257	0.154229
2.25	209	0.125424
2.34	236	0.141627
2.43	196	0.117622
2.52	204	0.122423
2.61	195	0.117022
2.7	180	0.108021
2.79	155	0.0930177
2.88	181	0.108621
2.97	153	0.0918174
3.06	164	0.0984187
3.15	141	0.0846161
3.24	132	0.0792151
3.33	122	0.0732139
3.42	123	0.073814
3.51	96	0.0576109
3.6	100	0.0600114
3.69	101	0.0606115
3.78	80	0.0480091
3.87	93	0.0558106
3.96	96	0.0576109
4.05	82	0.0492093
4.14	79	0.047409
4.23	60	0.0360068
4.32	71	0.0426081
4.41	79	0.047409
4.5	57	0.0342065
4.59	55	0.0330063
4.68	58	0.0348066
4.77	53	0.031806
4.86	44	0.026405
4.95	50	0.0300057
5.04	49	0.0294056
5.13	39	0.0234044
5.22	41	0.0246047
5.31	36	0.0216041
5.4	38	0.0228043
5.49	30	0.0180034
5.58	33	0.0198038
5.67	27	0.0162031
5.76	35	0.021004
5.85	23	0.0138026
5.94	28	0.0168032
6.03	19	0.0114022
6.12	26	0.015603
6.21	19	0.0114022
6.3	13	0.00780148
6.39	25	0.0150029
6.48	17	0.0102019
6.57	16	0.00960182
6.66	8	0.00480091
6.75	11	0.00660125
6.84	15	0.00900171
6.93	9	0.00540103
7.02	14	0.0084016
7.11	11	0.00660125
7.2	14	0.0084016
7.29	11	0.00660125
7.38	11	0.00660125
7.47	8	0.00480091
7.56	8	0.00480091
7.65	12	0.00720137
7.74	5	0.00300057
7.83	3	0.00180034
7.92	4	0.00240046
8.01	8	0.00480091
8.1	4	0.00240046
8.19	4	0.00240046
8.28	2	0.00120023
8.37	4	0.00240046
8.46	6	0.00360068
8.55	10	0.00600114
8.64	11	0.00660125
8.73	7	0.0042008
8.82	3	0.00180034
8.91	12	0.00720137
9	3	0.00180034
9.09	3	0.00180034
9.18	3	0.00180034
9.27	6	0.00360068
9.36	5	0.00300057
9.45	2	0.00120023
9.54	2	0.00120023
9.63	3	0.00180034
9.72	0	0
9.81	1	0.000600114
9.9	4	0.00240046
9.99	3	0.00180034
10.08	1	0.000600114
10.17	2	0.00120023
10.26	2	0.00120023
10.35	2	0.00120023
10.44	0	0
10.53	3	0.00180034
10.62	2	0.00120023
10.71	3	0.00180034
10.8	2	0.00120023
10.89	0	0
10.98	1	0.000600114
11.07	0	0
11.16	0	0
11.25	1	0.000600114
11.34	0	0
11.43	0	0
11.52	0	0
11.61	0	0
11.7	0	0
11.79	0	0
11.88	1	0.000600114
11.97	0	0
12.06	0	0
12.15	2	0.00120023
12.24	0	0
12.33	3	0.00180034
12.42	1	0.000600114
12.51	0	0
12.6	0	0
12.69	2	0.00120023
12.78	0	0
12.87	1	0.000600114
12.96	0	0
13.05	0	0
13.14	0	0
13.23	1	0.000600114
13.32	0	0
13.41	0	0
13.5	0	0
13.59	0	0
13.68	0	0
13.77	1	0.000600114
13.86	0	0
13.95	1	0.000600114
14.04	0	0
14.13	0	0
14.22	0	0
14.31	0	0
14.4	0	0
14.49	0	0
14.58	0	0
14.67	0	0
14.76	0	0
14.85	0	0
14.94	0	0
15.03	0	0
15.12	0	0
15.21	0	0
15.3	0	0
15.39	0	0
15.48	0	0
15.57	0	0
15.66	0	0
15.75	0	0
15.84	0	0
15.93	0	0
16.02	0	0
16.11	0	0
16.2	0	0
16.29	0	0
16.38	0	0
16.47	0	0
16.56	0	0
16.65	0	0
16.74	0	0
16.83	0	0
16.92	0	0
17.01	0	0
17.1	0	0
17.19	0	0
17.28	0	0
17.37	0	0
17.46	0	0
17.55	0	0
17.64	0	0
17.73	0	0
17.82	1	0.000600114
17.91	0	0
