START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -48 ms
To: 48 ms
START counts: 4141
STOP counts: 3313
Time intervals: 6623
Elapsed time: 30.0 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
-48	0	0
-47.52	1	0.00031456
-47.04	2	0.000629121
-46.56	0	0
-46.08	0	0
-45.6	0	0
-45.12	1	0.00031456
-44.64	3	0.000943681
-44.16	2	0.000629121
-43.68	1	0.00031456
-43.2	0	0
-42.72	1	0.00031456
-42.24	0	0
-41.76	1	0.00031456
-41.28	0	0
-40.8	3	0.000943681
-40.32	0	0
-39.84	0	0
-39.36	0	0
-38.88	0	0
-38.4	1	0.00031456
-37.92	1	0.00031456
-37.44	1	0.00031456
-36.96	2	0.000629121
-36.48	1	0.00031456
-36	2	0.000629121
-35.52	2	0.000629121
-35.04	1	0.00031456
-34.56	0	0
-34.08	3	0.000943681
-33.6	0	0
-33.12	3	0.000943681
-32.64	1	0.00031456
-32.16	5	0.0015728
-31.68	5	0.0015728
-31.2	4	0.00125824
-30.72	2	0.000629121
-30.24	2	0.000629121
-29.76	7	0.00220192
-29.28	4	0.00125824
-28.8	3	0.000943681
-28.32	6	0.00188736
-27.84	3	0.000943681
-27.36	5	0.0015728
-26.88	5	0.0015728
-26.4	4	0.00125824
-25.92	7	0.00220192
-25.44	8	0.00251648
-24.96	5	0.0015728
-24.48	8	0.00251648
-24	5	0.0015728
-23.52	11	0.00346016
-23.04	7	0.00220192
-22.56	6	0.00188736
-22.08	13	0.00408928
-21.6	12	0.00377472
-21.12	17	0.00534753
-20.64	8	0.00251648
-20.16	8	0.00251648
-19.68	23	0.00723489
-19.2	16	0.00503297
-18.72	17	0.00534753
-18.24	16	0.00503297
-17.76	21	0.00660577
-17.28	21	0.00660577
-16.8	20	0.00629121
-16.32	31	0.00975137
-15.84	26	0.00817857
-15.36	26	0.00817857
-14.88	30	0.00943681
-14.4	35	0.0110096
-13.92	25	0.00786401
-13.44	32	0.0100659
-12.96	40	0.0125824
-12.48	48	0.0150989
-12	36	0.0113242
-11.52	46	0.0144698
-11.04	47	0.0147843
-10.56	53	0.0166717
-10.08	63	0.0198173
-9.6	66	0.020761
-9.12	52	0.0163571
-8.64	70	0.0220192
-8.16	64	0.0201319
-7.68	84	0.0264231
-7.2	77	0.0242211
-6.72	84	0.0264231
-6.24	98	0.0308269
-5.76	96	0.0301978
-5.28	124	0.0390055
-4.8	125	0.03932
-4.32	131	0.0412074
-3.84	123	0.0386909
-3.36	147	0.0462404
-2.88	132	0.041522
-2.4	178	0.0559917
-1.92	176	0.0553626
-1.44	174	0.0547335
-0.96	187	0.0588228
-0.48	249	0.0783255
0	233	0.0732926
0.48	197	0.0619684
0.96	167	0.0525316
1.44	185	0.0581937
1.92	175	0.0550481
2.4	145	0.0456113
2.88	145	0.0456113
3.36	120	0.0377472
3.84	119	0.0374327
4.32	122	0.0383764
4.8	127	0.0399492
5.28	105	0.0330288
5.76	92	0.0289396
6.24	70	0.0220192
6.72	77	0.0242211
7.2	87	0.0273668
7.68	66	0.020761
8.16	61	0.0191882
8.64	72	0.0226483
9.12	62	0.0195027
9.6	68	0.0213901
10.08	39	0.0122679
10.56	50	0.015728
11.04	48	0.0150989
11.52	43	0.0135261
12	42	0.0132115
12.48	43	0.0135261
12.96	33	0.0103805
13.44	33	0.0103805
13.92	32	0.0100659
14.4	21	0.00660577
14.88	41	0.012897
15.36	30	0.00943681
15.84	17	0.00534753
16.32	26	0.00817857
16.8	16	0.00503297
17.28	22	0.00692033
17.76	18	0.00566209
18.24	16	0.00503297
18.72	15	0.00471841
19.2	17	0.00534753
19.68	18	0.00566209
20.16	4	0.00125824
20.64	13	0.00408928
21.12	12	0.00377472
21.6	14	0.00440385
22.08	14	0.00440385
22.56	15	0.00471841
23.04	9	0.00283104
23.52	10	0.0031456
24	4	0.00125824
24.48	6	0.00188736
24.96	10	0.0031456
25.44	6	0.00188736
25.92	6	0.00188736
26.4	8	0.00251648
26.88	8	0.00251648
27.36	5	0.0015728
27.84	5	0.0015728
28.32	3	0.000943681
28.8	1	0.00031456
29.28	2	0.000629121
29.76	4	0.00125824
30.24	4	0.00125824
30.72	3	0.000943681
31.2	1	0.00031456
31.68	5	0.0015728
32.16	1	0.00031456
32.64	2	0.000629121
33.12	2	0.000629121
33.6	0	0
34.08	2	0.000629121
34.56	1	0.00031456
35.04	3	0.000943681
35.52	1	0.00031456
36	1	0.00031456
36.48	1	0.00031456
36.96	0	0
37.44	1	0.00031456
37.92	0	0
38.4	1	0.00031456
38.88	2	0.000629121
39.36	0	0
39.84	1	0.00031456
40.32	1	0.00031456
40.8	0	0
41.28	0	0
41.76	0	0
42.24	0	0
42.72	2	0.000629121
43.2	0	0
43.68	0	0
44.16	1	0.00031456
44.64	0	0
45.12	0	0
45.6	1	0.00031456
46.08	0	0
46.56	0	0
47.04	0	0
47.52	0	0
