START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -30 ms
To: 30 ms
START counts: 7700
STOP counts: 4051
Time intervals: 8101
Elapsed time: 30.0 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
-30	0	0
-29.7	0	0
-29.4	0	0
-29.1	0	0
-28.8	0	0
-28.5	0	0
-28.2	0	0
-27.9	0	0
-27.6	1	0.000411472
-27.3	1	0.000411472
-27	0	0
-26.7	1	0.000411472
-26.4	0	0
-26.1	0	0
-25.8	0	0
-25.5	0	0
-25.2	0	0
-24.9	1	0.000411472
-24.6	1	0.000411472
-24.3	2	0.000822944
-24	0	0
-23.7	1	0.000411472
-23.4	1	0.000411472
-23.1	1	0.000411472
-22.8	1	0.000411472
-22.5	0	0
-22.2	2	0.000822944
-21.9	1	0.000411472
-21.6	3	0.00123442
-21.3	0	0
-21	0	0
-20.7	2	0.000822944
-20.4	4	0.00164589
-20.1	1	0.000411472
-19.8	2	0.000822944
-19.5	2	0.000822944
-19.2	0	0
-18.9	2	0.000822944
-18.6	2	0.000822944
-18.3	4	0.00164589
-18	3	0.00123442
-17.7	1	0.000411472
-17.4	3	0.00123442
-17.1	2	0.000822944
-16.8	3	0.00123442
-16.5	3	0.00123442
-16.2	5	0.00205736
-15.9	3	0.00123442
-15.6	8	0.00329177
-15.3	5	0.00205736
-15	12	0.00493766
-14.7	7	0.0028803
-14.4	5	0.00205736
-14.1	2	0.000822944
-13.8	17	0.00699502
-13.5	9	0.00370325
-13.2	8	0.00329177
-12.9	7	0.0028803
-12.6	13	0.00534913
-12.3	11	0.00452619
-12	7	0.0028803
-11.7	15	0.00617208
-11.4	16	0.00658355
-11.1	24	0.00987532
-10.8	21	0.00864091
-10.5	18	0.00740649
-10.2	26	0.0106983
-9.9	31	0.0127556
-9.6	20	0.00822944
-9.3	40	0.0164589
-9	31	0.0127556
-8.7	39	0.0160474
-8.4	32	0.0131671
-8.1	30	0.0123442
-7.8	46	0.0189277
-7.5	44	0.0181048
-7.2	56	0.0230424
-6.9	47	0.0193392
-6.6	60	0.0246883
-6.3	68	0.0279801
-6	62	0.0255113
-5.7	83	0.0341522
-5.4	85	0.0349751
-5.1	94	0.0386784
-4.8	97	0.0399128
-4.5	96	0.0395013
-4.2	99	0.0407357
-3.9	102	0.0419701
-3.6	160	0.0658355
-3.3	141	0.0580175
-3	132	0.0543143
-2.7	159	0.065424
-2.4	190	0.0781796
-2.1	198	0.0814714
-1.8	207	0.0851747
-1.5	221	0.0909353
-1.2	239	0.0983418
-0.9	266	0.109452
-0.6	301	0.123853
-0.3	284	0.116858
0	330	0.135786
0.3	279	0.114801
0.6	250	0.102868
0.9	240	0.0987532
1.2	223	0.0917582
1.5	199	0.0818829
1.8	183	0.0752993
2.1	164	0.0674814
2.4	166	0.0683043
2.7	154	0.0633667
3	125	0.051434
3.3	122	0.0501996
3.6	145	0.0596634
3.9	111	0.0456734
4.2	112	0.0460848
4.5	95	0.0390898
4.8	86	0.0353866
5.1	75	0.0308604
5.4	83	0.0341522
5.7	64	0.0263342
6	66	0.0271571
6.3	55	0.022631
6.6	60	0.0246883
6.9	70	0.028803
7.2	49	0.0201621
7.5	43	0.0176933
7.8	43	0.0176933
8.1	35	0.0144015
8.4	30	0.0123442
8.7	31	0.0127556
9	25	0.0102868
9.3	20	0.00822944
9.6	29	0.0119327
9.9	17	0.00699502
10.2	19	0.00781796
10.5	17	0.00699502
10.8	17	0.00699502
11.1	14	0.00576061
11.4	11	0.00452619
11.7	15	0.00617208
12	24	0.00987532
12.3	8	0.00329177
12.6	15	0.00617208
12.9	14	0.00576061
13.2	3	0.00123442
13.5	5	0.00205736
13.8	3	0.00123442
14.1	8	0.00329177
14.4	8	0.00329177
14.7	2	0.000822944
15	8	0.00329177
15.3	7	0.0028803
15.6	6	0.00246883
15.9	1	0.000411472
16.2	3	0.00123442
16.5	4	0.00164589
16.8	2	0.000822944
17.1	6	0.00246883
17.4	7	0.0028803
17.7	2	0.000822944
18	3	0.00123442
18.3	3	0.00123442
18.6	3	0.00123442
18.9	7	0.0028803
19.2	2	0.000822944
19.5	2	0.000822944
19.8	2	0.000822944
20.1	1	0.000411472
20.4	0	0
20.7	1	0.000411472
21	1	0.000411472
21.3	0	0
21.6	0	0
21.9	2	0.000822944
22.2	0	0
22.5	2	0.000822944
22.8	0	0
23.1	3	0.00123442
23.4	0	0
23.7	0	0
24	1	0.000411472
24.3	0	0
24.6	3	0.00123442
24.9	1	0.000411472
25.2	2	0.000822944
25.5	0	0
25.8	1	0.000411472
26.1	0	0
26.4	1	0.000411472
26.7	1	0.000411472
27	0	0
27.3	0	0
27.6	0	0
27.9	1	0.000411472
28.2	0	0
28.5	0	0
28.8	0	0
29.1	0	0
29.4	0	0
29.7	0	0
