START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -48 ms
To: 48 ms
START counts: 4115
STOP counts: 3224
Time intervals: 6444
Elapsed time: 30.0 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
-48	0	0
-47.52	0	0
-47.04	0	0
-46.56	0	0
-46.08	1	0.000323298
-45.6	1	0.000323298
-45.12	0	0
-44.64	3	0.000969894
-44.16	1	0.000323298
-43.68	1	0.000323298
-43.2	0	0
-42.72	0	0
-42.24	0	0
-41.76	2	0.000646596
-41.28	3	0.000969894
-40.8	0	0
-40.32	0	0
-39.84	1	0.000323298
-39.36	0	0
-38.88	1	0.000323298
-38.4	1	0.000323298
-37.92	0	0
-37.44	1	0.000323298
-36.96	1	0.000323298
-36.48	1	0.000323298
-36	2	0.000646596
-35.52	2	0.000646596
-35.04	1	0.000323298
-34.56	3	0.000969894
-34.08	2	0.000646596
-33.6	2	0.000646596
-33.12	0	0
-32.64	3	0.000969894
-32.16	2	0.000646596
-31.68	5	0.00161649
-31.2	2	0.000646596
-30.72	3	0.000969894
-30.24	3	0.000969894
-29.76	5	0.00161649
-29.28	5	0.00161649
-28.8	2	0.000646596
-28.32	8	0.00258639
-27.84	4	0.00129319
-27.36	8	0.00258639
-26.88	2	0.000646596
-26.4	4	0.00129319
-25.92	4	0.00129319
-25.44	7	0.00226309
-24.96	10	0.00323298
-24.48	3	0.000969894
-24	6	0.00193979
-23.52	10	0.00323298
-23.04	11	0.00355628
-22.56	14	0.00452617
-22.08	8	0.00258639
-21.6	15	0.00484947
-21.12	7	0.00226309
-20.64	12	0.00387958
-20.16	12	0.00387958
-19.68	10	0.00323298
-19.2	18	0.00581937
-18.72	21	0.00678926
-18.24	13	0.00420288
-17.76	22	0.00711256
-17.28	16	0.00517277
-16.8	39	0.0126086
-16.32	19	0.00614267
-15.84	25	0.00808245
-15.36	29	0.00937565
-14.88	34	0.0109921
-14.4	28	0.00905235
-13.92	31	0.0100222
-13.44	33	0.0106688
-12.96	43	0.0139018
-12.48	39	0.0126086
-12	37	0.011962
-11.52	55	0.0177814
-11.04	47	0.015195
-10.56	58	0.0187513
-10.08	57	0.018428
-9.6	50	0.0161649
-9.12	60	0.0193979
-8.64	66	0.0213377
-8.16	72	0.0232775
-7.68	86	0.0278036
-7.2	87	0.0281269
-6.72	78	0.0252173
-6.24	102	0.0329764
-5.76	88	0.0284502
-5.28	95	0.0307133
-4.8	124	0.040089
-4.32	134	0.043322
-3.84	119	0.0384725
-3.36	131	0.0423521
-2.88	152	0.0491413
-2.4	160	0.0517277
-1.92	149	0.0481714
-1.44	191	0.0617499
-0.96	180	0.0581937
-0.48	219	0.0708023
0	227	0.0733887
0.48	201	0.0649829
0.96	170	0.0549607
1.44	171	0.055284
1.92	155	0.0501112
2.4	136	0.0439685
2.88	161	0.052051
3.36	125	0.0404123
3.84	135	0.0436453
4.32	119	0.0384725
4.8	82	0.0265104
5.28	94	0.03039
5.76	98	0.0316832
6.24	96	0.0310366
6.72	91	0.0294201
7.2	78	0.0252173
7.68	71	0.0229542
8.16	63	0.0203678
8.64	67	0.021661
9.12	53	0.0171348
9.6	51	0.0164882
10.08	56	0.0181047
10.56	57	0.018428
11.04	44	0.0142251
11.52	33	0.0106688
12	44	0.0142251
12.48	37	0.011962
12.96	34	0.0109921
13.44	30	0.00969894
13.92	32	0.0103455
14.4	24	0.00775916
14.88	27	0.00872905
15.36	27	0.00872905
15.84	26	0.00840575
16.32	26	0.00840575
16.8	24	0.00775916
17.28	19	0.00614267
17.76	13	0.00420288
18.24	22	0.00711256
18.72	9	0.00290968
19.2	9	0.00290968
19.68	7	0.00226309
20.16	9	0.00290968
20.64	11	0.00355628
21.12	16	0.00517277
21.6	8	0.00258639
22.08	12	0.00387958
22.56	7	0.00226309
23.04	11	0.00355628
23.52	5	0.00161649
24	5	0.00161649
24.48	5	0.00161649
24.96	3	0.000969894
25.44	3	0.000969894
25.92	4	0.00129319
26.4	10	0.00323298
26.88	4	0.00129319
27.36	7	0.00226309
27.84	7	0.00226309
28.32	2	0.000646596
28.8	1	0.000323298
29.28	4	0.00129319
29.76	6	0.00193979
30.24	1	0.000323298
30.72	4	0.00129319
31.2	2	0.000646596
31.68	3	0.000969894
32.16	1	0.000323298
32.64	3	0.000969894
33.12	5	0.00161649
33.6	1	0.000323298
34.08	1	0.000323298
34.56	0	0
35.04	0	0
35.52	2	0.000646596
36	2	0.000646596
36.48	1	0.000323298
36.96	2	0.000646596
37.44	1	0.000323298
37.92	0	0
38.4	0	0
38.88	1	0.000323298
39.36	1	0.000323298
39.84	0	0
40.32	1	0.000323298
40.8	0	0
41.28	0	0
41.76	0	0
42.24	0	0
42.72	1	0.000323298
43.2	1	0.000323298
43.68	2	0.000646596
44.16	0	0
44.64	0	0
45.12	1	0.000323298
45.6	0	0
46.08	1	0.000323298
46.56	0	0
47.04	0	0
47.52	0	0
