START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -48 ms
To: 48 ms
START counts: 4184
STOP counts: 3406
Time intervals: 6808
Elapsed time: 30.0 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
-48	0	0
-47.52	0	0
-47.04	0	0
-46.56	0	0
-46.08	1	0.000306013
-45.6	1	0.000306013
-45.12	0	0
-44.64	0	0
-44.16	1	0.000306013
-43.68	0	0
-43.2	1	0.000306013
-42.72	1	0.000306013
-42.24	0	0
-41.76	2	0.000612025
-41.28	1	0.000306013
-40.8	2	0.000612025
-40.32	1	0.000306013
-39.84	1	0.000306013
-39.36	1	0.000306013
-38.88	0	0
-38.4	2	0.000612025
-37.92	3	0.000918038
-37.44	3	0.000918038
-36.96	1	0.000306013
-36.48	1	0.000306013
-36	4	0.00122405
-35.52	3	0.000918038
-35.04	1	0.000306013
-34.56	3	0.000918038
-34.08	1	0.000306013
-33.6	3	0.000918038
-33.12	3	0.000918038
-32.64	4	0.00122405
-32.16	5	0.00153006
-31.68	5	0.00153006
-31.2	5	0.00153006
-30.72	1	0.000306013
-30.24	5	0.00153006
-29.76	8	0.0024481
-29.28	3	0.000918038
-28.8	10	0.00306013
-28.32	3	0.000918038
-27.84	6	0.00183608
-27.36	12	0.00367215
-26.88	5	0.00153006
-26.4	8	0.0024481
-25.92	11	0.00336614
-25.44	17	0.00520221
-24.96	7	0.00214209
-24.48	13	0.00397816
-24	6	0.00183608
-23.52	6	0.00183608
-23.04	10	0.00306013
-22.56	8	0.0024481
-22.08	10	0.00306013
-21.6	7	0.00214209
-21.12	17	0.00520221
-20.64	9	0.00275411
-20.16	17	0.00520221
-19.68	14	0.00428418
-19.2	14	0.00428418
-18.72	24	0.0073443
-18.24	22	0.00673228
-17.76	19	0.00581424
-17.28	20	0.00612025
-16.8	20	0.00612025
-16.32	21	0.00642626
-15.84	29	0.00887436
-15.36	18	0.00550823
-14.88	31	0.00948639
-14.4	31	0.00948639
-13.92	37	0.0113225
-13.44	50	0.0153006
-12.96	37	0.0113225
-12.48	48	0.0146886
-12	39	0.0119345
-11.52	43	0.0131585
-11.04	49	0.0149946
-10.56	55	0.0168307
-10.08	65	0.0198908
-9.6	59	0.0180547
-9.12	59	0.0180547
-8.64	76	0.023257
-8.16	75	0.0229509
-7.68	87	0.0266231
-7.2	85	0.0260111
-6.72	97	0.0296832
-6.24	94	0.0287652
-5.76	98	0.0299892
-5.28	104	0.0318253
-4.8	149	0.0455959
-4.32	116	0.0354975
-3.84	139	0.0425357
-3.36	138	0.0422297
-2.88	154	0.0471259
-2.4	159	0.048656
-1.92	172	0.0526342
-1.44	175	0.0535522
-0.96	203	0.0621205
-0.48	220	0.0673228
0	234	0.0716069
0.48	192	0.0587544
0.96	166	0.0507981
1.44	172	0.0526342
1.92	195	0.0596724
2.4	155	0.0474319
2.88	159	0.048656
3.36	155	0.0474319
3.84	142	0.0434538
4.32	120	0.0367215
4.8	111	0.0339674
5.28	106	0.0324373
5.76	105	0.0321313
6.24	87	0.0266231
6.72	86	0.0263171
7.2	61	0.0186668
7.68	77	0.023563
8.16	63	0.0192788
8.64	62	0.0189728
9.12	64	0.0195848
9.6	58	0.0177487
10.08	35	0.0107104
10.56	45	0.0137706
11.04	45	0.0137706
11.52	42	0.0128525
12	38	0.0116285
12.48	32	0.0097924
12.96	32	0.0097924
13.44	38	0.0116285
13.92	30	0.00918038
14.4	33	0.0100984
14.88	23	0.00703829
15.36	34	0.0104044
15.84	18	0.00550823
16.32	30	0.00918038
16.8	21	0.00642626
17.28	22	0.00673228
17.76	21	0.00642626
18.24	21	0.00642626
18.72	22	0.00673228
19.2	10	0.00306013
19.68	17	0.00520221
20.16	17	0.00520221
20.64	22	0.00673228
21.12	4	0.00122405
21.6	12	0.00367215
22.08	11	0.00336614
22.56	7	0.00214209
23.04	13	0.00397816
23.52	6	0.00183608
24	10	0.00306013
24.48	9	0.00275411
24.96	9	0.00275411
25.44	14	0.00428418
25.92	5	0.00153006
26.4	5	0.00153006
26.88	4	0.00122405
27.36	2	0.000612025
27.84	6	0.00183608
28.32	3	0.000918038
28.8	5	0.00153006
29.28	6	0.00183608
29.76	4	0.00122405
30.24	3	0.000918038
30.72	4	0.00122405
31.2	1	0.000306013
31.68	3	0.000918038
32.16	4	0.00122405
32.64	7	0.00214209
33.12	5	0.00153006
33.6	3	0.000918038
34.08	2	0.000612025
34.56	1	0.000306013
35.04	0	0
35.52	0	0
36	0	0
36.48	1	0.000306013
36.96	0	0
37.44	0	0
37.92	0	0
38.4	2	0.000612025
38.88	1	0.000306013
39.36	0	0
39.84	2	0.000612025
40.32	1	0.000306013
40.8	2	0.000612025
41.28	0	0
41.76	3	0.000918038
42.24	1	0.000306013
42.72	0	0
43.2	1	0.000306013
43.68	0	0
44.16	1	0.000306013
44.64	1	0.000306013
45.12	0	0
45.6	0	0
46.08	0	0
46.56	0	0
47.04	2	0.000612025
47.52	0	0
