START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -48 ms
To: 48 ms
START counts: 5811
STOP counts: 4927
Time intervals: 9849
Elapsed time: 30.1 s
Offset: 0 ms

Time [ms]	Counts	PDF [1/ms]
-48	0	0
-47.52	0	0
-47.04	0	0
-46.56	1	0.000211527
-46.08	0	0
-45.6	0	0
-45.12	0	0
-44.64	0	0
-44.16	0	0
-43.68	0	0
-43.2	0	0
-42.72	0	0
-42.24	0	0
-41.76	0	0
-41.28	1	0.000211527
-40.8	0	0
-40.32	0	0
-39.84	0	0
-39.36	0	0
-38.88	0	0
-38.4	0	0
-37.92	0	0
-37.44	0	0
-36.96	0	0
-36.48	0	0
-36	0	0
-35.52	0	0
-35.04	1	0.000211527
-34.56	0	0
-34.08	0	0
-33.6	1	0.000211527
-33.12	1	0.000211527
-32.64	3	0.000634582
-32.16	1	0.000211527
-31.68	2	0.000423055
-31.2	2	0.000423055
-30.72	1	0.000211527
-30.24	0	0
-29.76	4	0.00084611
-29.28	3	0.000634582
-28.8	6	0.00126916
-28.32	0	0
-27.84	1	0.000211527
-27.36	3	0.000634582
-26.88	3	0.000634582
-26.4	2	0.000423055
-25.92	4	0.00084611
-25.44	5	0.00105764
-24.96	3	0.000634582
-24.48	4	0.00084611
-24	3	0.000634582
-23.52	7	0.00148069
-23.04	5	0.00105764
-22.56	1	0.000211527
-22.08	8	0.00169222
-21.6	10	0.00211527
-21.12	7	0.00148069
-20.64	5	0.00105764
-20.16	13	0.00274986
-19.68	16	0.00338444
-19.2	14	0.00296138
-18.72	17	0.00359597
-18.24	19	0.00401902
-17.76	14	0.00296138
-17.28	23	0.00486513
-16.8	21	0.00444208
-16.32	12	0.00253833
-15.84	21	0.00444208
-15.36	19	0.00401902
-14.88	20	0.00423055
-14.4	24	0.00507666
-13.92	32	0.00676888
-13.44	35	0.00740346
-12.96	36	0.00761499
-12.48	41	0.00867262
-12	49	0.0103648
-11.52	48	0.0101533
-11.04	46	0.00973026
-10.56	56	0.0118455
-10.08	56	0.0118455
-9.6	68	0.0143839
-9.12	78	0.0164991
-8.64	78	0.0164991
-8.16	101	0.0213643
-7.68	114	0.0241141
-7.2	132	0.0279216
-6.72	121	0.0255948
-6.24	145	0.0306715
-5.76	129	0.027287
-5.28	175	0.0370173
-4.8	185	0.0391326
-4.32	193	0.0408248
-3.84	233	0.0492859
-3.36	234	0.0494974
-2.88	273	0.057747
-2.4	302	0.0638813
-1.92	311	0.065785
-1.44	390	0.0824957
-0.96	393	0.0831303
-0.48	541	0.114436
0	1124	0.237757
0.48	304	0.0643043
0.96	308	0.0651504
1.44	275	0.05817
1.92	231	0.0488628
2.4	236	0.0499205
2.88	214	0.0452669
3.36	192	0.0406133
3.84	171	0.0361712
4.32	161	0.0340559
4.8	161	0.0340559
5.28	152	0.0321522
5.76	126	0.0266525
6.24	115	0.0243257
6.72	100	0.0211527
7.2	103	0.0217873
7.68	86	0.0181914
8.16	75	0.0158646
8.64	59	0.0124801
9.12	70	0.0148069
9.6	62	0.0131147
10.08	56	0.0118455
10.56	46	0.00973026
11.04	33	0.0069804
11.52	39	0.00824957
12	32	0.00676888
12.48	36	0.00761499
12.96	35	0.00740346
13.44	30	0.00634582
13.92	26	0.00549971
14.4	24	0.00507666
14.88	23	0.00486513
15.36	12	0.00253833
15.84	17	0.00359597
16.32	12	0.00253833
16.8	13	0.00274986
17.28	12	0.00253833
17.76	11	0.0023268
18.24	10	0.00211527
18.72	13	0.00274986
19.2	17	0.00359597
19.68	10	0.00211527
20.16	8	0.00169222
20.64	4	0.00084611
21.12	6	0.00126916
21.6	6	0.00126916
22.08	3	0.000634582
22.56	11	0.0023268
23.04	4	0.00084611
23.52	2	0.000423055
24	4	0.00084611
24.48	4	0.00084611
24.96	3	0.000634582
25.44	5	0.00105764
25.92	4	0.00084611
26.4	2	0.000423055
26.88	0	0
27.36	3	0.000634582
27.84	3	0.000634582
28.32	3	0.000634582
28.8	3	0.000634582
29.28	0	0
29.76	0	0
30.24	1	0.000211527
30.72	2	0.000423055
31.2	2	0.000423055
31.68	0	0
32.16	1	0.000211527
32.64	3	0.000634582
33.12	1	0.000211527
33.6	0	0
34.08	0	0
34.56	0	0
35.04	0	0
35.52	0	0
36	0	0
36.48	0	0
36.96	1	0.000211527
37.44	0	0
37.92	0	0
38.4	0	0
38.88	0	0
39.36	0	0
39.84	0	0
40.32	0	0
40.8	0	0
41.28	0	0
41.76	0	0
42.24	0	0
42.72	1	0.000211527
43.2	0	0
43.68	0	0
44.16	0	0
44.64	0	0
45.12	0	0
45.6	0	0
46.08	1	0.000211527
46.56	0	0
47.04	0	0
47.52	0	0
