 2.90000000000000E+0002  9.08766308079652E-0001  6.33312206551391E-0001
 2.90500000000000E+0002  9.33012893873503E-0001  6.52628647348168E-0001
 2.91000000000000E+0002  9.67162584878309E-0001  6.70949898423041E-0001
 2.91500000000000E+0002  9.70443274586099E-0001  6.91120828762935E-0001
 2.92000000000000E+0002  9.70778973067826E-0001  7.05966590161979E-0001
 2.92500000000000E+0002  9.71145189593347E-0001  7.20945587572829E-0001
 2.93000000000000E+0002  9.71419851987488E-0001  7.35374315754639E-0001
 2.93500000000000E+0002  9.71709773403525E-0001  7.48569110848383E-0001
 2.94000000000000E+0002  9.72014953841459E-0001  7.60538507489616E-0001
 2.94500000000000E+0002  9.72320134279393E-0001  7.71498067688969E-0001
 2.95000000000000E+0002  9.72533760585946E-0001  7.81989812662634E-0001
 2.95500000000000E+0002  9.72838941023880E-0001  7.92261396210780E-0001
 2.96000000000000E+0002  9.73144121461814E-0001  8.02153985848190E-0001
 2.96500000000000E+0002  9.73510337987335E-0001  8.12298564386830E-0001
 2.97000000000000E+0002  9.73861295490959E-0001  8.21622207266488E-0001
 2.97500000000000E+0002  9.74258030060273E-0001  8.29784330674184E-0001
 2.98000000000000E+0002  9.74517433432517E-0001  8.35951227777046E-0001
 2.98500000000000E+0002  9.74578469520104E-0001  8.38785952187601E-0001
 2.99000000000000E+0002  9.74654764629587E-0001  8.38840658933320E-0001
 2.99500000000000E+0002  9.74547951476310E-0001  8.37906247718938E-0001
 3.00000000000000E+0002  9.74578469520104E-0001  8.36374456677109E-0001
 3.00500000000000E+0002  9.74456397344930E-0001  8.34620755522938E-0001
 3.01000000000000E+0002  9.74441138323033E-0001  8.32117970267557E-0001
 3.01500000000000E+0002  9.74303807125963E-0001  8.28964961742272E-0001
 3.02000000000000E+0002  9.74151216906996E-0001  8.25795724171706E-0001
 3.02500000000000E+0002  9.74044403753719E-0001  8.23280244428893E-0001
 3.03000000000000E+0002  9.73907072556649E-0001  8.20041422682559E-0001
 3.03500000000000E+0002  9.73830777447166E-0001  8.18054960046349E-0001
 3.04000000000000E+0002  9.73861295490959E-0001  8.15623762286094E-0001
 3.04500000000000E+0002  9.73922331578546E-0001  8.19775340682129E-0001
 3.05000000000000E+0002  9.74135957885100E-0001  8.24104352593116E-0001
 3.05500000000000E+0002  9.74044403753719E-0001  8.28376538855685E-0001
 3.06000000000000E+0002  9.74441138323033E-0001  8.31483321249093E-0001
 3.06500000000000E+0002  9.74532692454414E-0001  8.34112642654824E-0001
 3.07000000000000E+0002  9.74746318760967E-0001  8.36842790846152E-0001
 3.07500000000000E+0002  9.74898908979934E-0001  8.40485792614485E-0001
 3.08000000000000E+0002  9.75082017242695E-0001  8.43418830512585E-0001
 3.08500000000000E+0002  9.75341420614939E-0001  8.46037113026207E-0001
 3.09000000000000E+0002  9.77660791943236E-0001  8.52058352827798E-0001
 3.09500000000000E+0002  9.75875486381323E-0001  8.48668138693598E-0001
 3.10000000000000E+0002  9.75219348439765E-0001  8.44261946279597E-0001
 3.10500000000000E+0002  9.74975204089418E-0001  8.40374598948162E-0001
 3.11000000000000E+0002  9.74731059739071E-0001  8.35640382580900E-0001
 3.11500000000000E+0002  9.74639505607691E-0001  8.33175453481847E-0001
 3.12000000000000E+0002  9.74319066147860E-0001  8.28584717638764E-0001
