 4.48450000000000E+0002  2.90775921263447E-0001  1.98053796134478E-0001
 4.48450000000000E+0002  3.03944457160296E-0001  2.00639748851946E-0001
 4.48450000000000E+0002  2.97627222095064E-0001  1.94846449939223E-0001
 4.48450000000000E+0002  3.19600213626307E-0001  1.98875813376098E-0001
 4.48450000000000E+0002  2.94972152285039E-0001  1.97715900359842E-0001
 4.48450000000000E+0002  4.44083314259556E-0001  2.97642334232201E-0001
 4.48450000000000E+0002  4.19531548027771E-0001  2.84782822989496E-0001
 4.48450000000000E+0002  6.34500648508431E-0001  2.74916490287294E-0001
 4.48450000000000E+0002  5.65957122148470E-0001  2.66755534753299E-0001
 4.48450000000000E+0002  3.78042267490654E-0001  2.57591811110068E-0001
 4.48450000000000E+0002  3.80254825665675E-0001  2.57467335789313E-0001
 4.48450000000000E+0002  3.70717936980240E-0001  2.55456155473735E-0001
 4.48450000000000E+0002  3.70962081330587E-0001  2.54398614783582E-0001
 4.48450000000000E+0002  3.71267261768521E-0001  2.53488338075683E-0001
 4.48450000000000E+0002  3.72777904936294E-0001  2.53018946270819E-0001
 4.48450000000000E+0002  3.67071030746929E-0001  2.52119849047573E-0001
 4.48450000000000E+0002  3.68871595330739E-0001  2.51327337046067E-0001
 4.48450000000000E+0002  3.68184939345388E-0001  2.50931598966653E-0001
 4.48450000000000E+0002  3.71313038834211E-0001  2.50040235655900E-0001
 4.48450000000000E+0002  3.70275425345235E-0001  2.49871692648964E-0001
 4.48450000000000E+0002  3.63210498207065E-0001  2.49105176264657E-0001
 4.48450000000000E+0002  3.60555428397040E-0001  2.49068591834182E-0001
 4.48450000000000E+0002  3.56740672922866E-0001  2.45837086588433E-0001
 4.48450000000000E+0002  3.53826199740597E-0001  2.44937064129639E-0001
 4.48450000000000E+0002  3.59365224689097E-0001  2.46619589173976E-0001
 4.48450000000000E+0002  4.13733119707027E-0001  2.80778687943798E-0001
 4.48450000000000E+0002  4.05600061036088E-0001  2.74348693617009E-0001
 4.48450000000000E+0002  3.96032654306859E-0001  2.67150610233491E-0001
 4.48450000000000E+0002  3.90798809796292E-0001  2.64438157325189E-0001
 4.48450000000000E+0002  3.90844586861982E-0001  2.61613481791441E-0001
 4.48450000000000E+0002  3.79140917067216E-0001  2.59590612317666E-0001
 4.48450000000000E+0002  3.84237430380713E-0001  2.64590582661359E-0001
 4.48450000000000E+0002  3.87838559548333E-0001  2.62929185211953E-0001
 4.48450000000000E+0002  3.83764400701915E-0001  2.61164487839980E-0001
 4.48450000000000E+0002  3.81811245899138E-0001  2.61438225922318E-0001
 4.48450000000000E+0002  3.79934386205844E-0001  2.60525296994469E-0001
 4.48450000000000E+0002  3.78240634775311E-0001  2.60544166224032E-0001
 4.48450000000000E+0002  3.75692378118563E-0001  2.59808089543945E-0001
 4.48450000000000E+0002  3.82330052643626E-0001  2.60151550081524E-0001
 4.48450000000000E+0002  3.78789959563592E-0001  2.61450603555708E-0001
 4.48450000000000E+0002  3.75555046921492E-0001  2.60272148914961E-0001
 4.48450000000000E+0002  3.85320820935378E-0001  2.62096098844897E-0001
 4.48450000000000E+0002  3.76089112687877E-0001  2.61251894372935E-0001
 4.48450000000000E+0002  3.75249866483558E-0001  2.59496103796496E-0001
 4.48450000000000E+0002  3.76684214541848E-0001  2.58549465982721E-0001
 4.48450000000000E+0002  4.18341344319829E-0001  2.60463317363518E-0001
 4.48450000000000E+0002  3.86709391927977E-0001  2.59362765650658E-0001
 4.48450000000000E+0002  3.75097276264591E-0001  2.59228409994113E-0001
 4.48450000000000E+0002  3.77340352483406E-0001  2.58418005883306E-0001
 4.48450000000000E+0002  3.75692378118563E-0001  2.55968087252575E-0001
 4.48450000000000E+0002  4.45059891660945E-0001  2.58827848958968E-0001
 4.48450000000000E+0002  3.75326161593042E-0001  2.56236601557110E-0001
 4.48450000000000E+0002  3.71053635461967E-0001  2.56110344535742E-0001
