#X	CH1	CH2
#Sequence	Volt	Volt
2452	3.94e+00	-2.72e-01
2453	3.94e+00	-2.64e-01
2454	3.94e+00	-2.64e-01
2455	3.98e+00	-2.64e-01
2456	3.98e+00	-2.56e-01
2457	3.98e+00	-2.56e-01
2458	3.98e+00	-2.56e-01
2459	3.98e+00	-2.48e-01
2460	3.98e+00	-2.48e-01
2461	3.98e+00	-2.48e-01
2462	3.98e+00	-2.40e-01
2463	3.98e+00	-2.40e-01
2464	3.98e+00	-2.32e-01
2465	3.98e+00	-2.32e-01
2466	3.98e+00	-2.32e-01
2467	3.98e+00	-2.24e-01
2468	3.98e+00	-2.24e-01
2469	3.98e+00	-2.24e-01
2470	4.02e+00	-2.16e-01
2471	4.02e+00	-2.16e-01
2472	3.98e+00	-2.16e-01
2473	4.02e+00	-2.08e-01
2474	4.02e+00	-2.08e-01
2475	4.02e+00	-2.08e-01
2476	4.02e+00	-2.00e-01
2477	4.02e+00	-2.00e-01
2478	4.02e+00	-2.00e-01
2479	4.02e+00	-1.92e-01
2480	4.02e+00	-1.92e-01
2481	4.02e+00	-1.92e-01
2482	4.02e+00	-1.84e-01
2483	4.02e+00	-1.84e-01
2484	4.02e+00	-1.84e-01
2485	4.06e+00	-1.76e-01
2486	4.06e+00	-1.76e-01
2487	4.06e+00	-1.76e-01
2488	4.06e+00	-1.60e-01
2489	4.06e+00	-1.60e-01
2490	4.06e+00	-1.60e-01
2491	4.06e+00	-1.52e-01
2492	4.06e+00	-1.52e-01
2493	4.06e+00	-1.52e-01
2494	4.06e+00	-1.44e-01
2495	4.06e+00	-1.44e-01
2496	4.06e+00	-1.44e-01
2497	4.06e+00	-1.36e-01
2498	4.06e+00	-1.36e-01
2499	4.10e+00	-1.36e-01
2500	4.06e+00	-1.36e-01
2501	4.10e+00	-1.28e-01
2502	4.10e+00	-1.28e-01
2503	4.10e+00	-1.28e-01
2504	4.10e+00	-1.20e-01
2505	4.10e+00	-1.20e-01
2506	4.10e+00	-1.20e-01
2507	4.10e+00	-1.20e-01
2508	4.10e+00	-1.12e-01
2509	4.10e+00	-1.12e-01
2510	4.10e+00	-1.12e-01
2511	4.10e+00	-1.12e-01
2512	4.10e+00	-1.04e-01
2513	4.10e+00	-1.04e-01
2514	4.10e+00	-1.04e-01
2515	4.14e+00	-1.04e-01
2516	4.14e+00	-9.60e-02
2517	4.14e+00	-9.60e-02
2518	4.14e+00	-9.60e-02
2519	4.14e+00	-9.60e-02
2520	4.14e+00	-8.80e-02
2521	4.14e+00	-8.80e-02
2522	4.14e+00	-8.80e-02
2523	4.14e+00	-8.80e-02
2524	4.14e+00	-8.00e-02
2525	4.14e+00	-8.00e-02
2526	4.14e+00	-8.00e-02
2527	4.14e+00	-8.00e-02
2528	4.14e+00	-8.00e-02
2529	4.18e+00	-7.20e-02
2530	4.18e+00	-7.20e-02
2531	4.18e+00	-7.20e-02
2532	4.18e+00	-7.20e-02
2533	4.18e+00	-7.20e-02
2534	4.18e+00	-6.40e-02
2535	4.18e+00	-6.40e-02
2536	4.18e+00	-6.40e-02
2537	4.18e+00	-6.40e-02
2538	4.18e+00	-6.40e-02
2539	4.18e+00	-6.40e-02
2540	4.18e+00	-5.60e-02
2541	4.18e+00	-5.60e-02
2542	4.18e+00	-5.60e-02
2543	4.18e+00	-5.60e-02
2544	4.22e+00	-5.60e-02
2545	4.22e+00	-5.60e-02
2546	4.22e+00	-5.60e-02
2547	4.22e+00	-4.80e-02
2548	4.22e+00	-4.80e-02
2549	4.22e+00	-4.80e-02
2550	4.22e+00	-4.80e-02
2551	4.22e+00	-4.80e-02
2552	4.22e+00	-4.80e-02
2553	4.22e+00	-4.80e-02
2554	4.22e+00	-4.80e-02
2555	4.22e+00	-4.00e-02
2556	4.22e+00	-4.00e-02
2557	4.22e+00	-4.00e-02
2558	4.26e+00	-4.00e-02
2559	4.22e+00	-4.00e-02
2560	4.26e+00	-4.00e-02
2561	4.26e+00	-4.00e-02
2562	4.26e+00	-4.00e-02
2563	4.26e+00	-4.00e-02
2564	4.26e+00	-4.00e-02
2565	4.26e+00	-4.00e-02
2566	4.26e+00	-4.00e-02
2567	4.26e+00	-4.00e-02
2568	4.26e+00	-4.00e-02
2569	4.26e+00	-4.00e-02
2570	4.26e+00	-2.40e-02
2571	4.26e+00	-2.40e-02
2572	4.26e+00	-2.40e-02
2573	4.26e+00	-2.40e-02
2574	4.26e+00	-2.40e-02
2575	4.34e+00	-2.40e-02
2576	4.26e+00	-2.40e-02
2577	4.26e+00	-2.40e-02
2578	4.34e+00	-2.40e-02
2579	4.34e+00	-2.40e-02
2580	4.34e+00	-2.40e-02
2581	4.34e+00	-2.40e-02
2582	4.34e+00	-2.40e-02
2583	4.34e+00	-2.40e-02
2584	4.34e+00	-2.40e-02
2585	4.34e+00	-2.40e-02
2586	4.34e+00	-2.40e-02
2587	4.34e+00	-4.00e-02
2588	4.34e+00	-4.00e-02
2589	4.38e+00	-4.00e-02
2590	4.34e+00	-4.00e-02
2591	4.34e+00	-4.00e-02
2592	4.38e+00	-4.00e-02
2593	4.38e+00	-4.00e-02
2594	4.38e+00	-4.00e-02
2595	4.38e+00	-4.00e-02
2596	4.38e+00	-4.00e-02
2597	4.38e+00	-4.00e-02
2598	4.38e+00	-4.00e-02
2599	4.38e+00	-4.00e-02
2600	4.38e+00	-4.00e-02
2601	4.38e+00	-4.80e-02
2602	4.38e+00	-4.80e-02
2603	4.38e+00	-4.80e-02
2604	4.38e+00	-4.80e-02
2605	4.38e+00	-4.80e-02
2606	4.42e+00	-4.80e-02
2607	4.38e+00	-4.80e-02
2608	4.42e+00	-5.60e-02
2609	4.42e+00	-5.60e-02
2610	4.42e+00	-5.60e-02
2611	4.42e+00	-5.60e-02
2612	4.42e+00	-5.60e-02
2613	4.42e+00	-5.60e-02
2614	4.42e+00	-6.40e-02
2615	4.42e+00	-6.40e-02
2616	4.42e+00	-6.40e-02
2617	4.42e+00	-6.40e-02
2618	4.42e+00	-6.40e-02
2619	4.42e+00	-7.20e-02
2620	4.42e+00	-7.20e-02
2621	4.42e+00	-7.20e-02
2622	4.46e+00	-7.20e-02
2623	4.46e+00	-8.00e-02
2624	4.46e+00	-8.00e-02
2625	4.46e+00	-8.00e-02
2626	4.46e+00	-8.00e-02
2627	4.46e+00	-8.80e-02
2628	4.46e+00	-8.80e-02
2629	4.46e+00	-8.80e-02
2630	4.46e+00	-9.60e-02
2631	4.46e+00	-9.60e-02
2632	4.46e+00	-9.60e-02
2633	4.46e+00	-9.60e-02
2634	4.46e+00	-1.04e-01
2635	4.46e+00	-1.04e-01
2636	4.46e+00	-1.04e-01
2637	4.46e+00	-1.12e-01
2638	4.50e+00	-1.12e-01
2639	4.50e+00	-1.12e-01
2640	4.46e+00	-1.20e-01
2641	4.46e+00	-1.20e-01
2642	4.50e+00	-1.28e-01
2643	4.50e+00	-1.28e-01
2644	4.50e+00	-1.28e-01
2645	4.50e+00	-1.36e-01
2646	4.50e+00	-1.36e-01
2647	4.50e+00	-1.44e-01
2648	4.50e+00	-1.44e-01
2649	4.50e+00	-1.52e-01
2650	4.50e+00	-1.52e-01
2651	4.50e+00	-1.52e-01
2652	4.50e+00	-1.60e-01
2653	4.54e+00	-1.60e-01
2654	4.50e+00	-1.76e-01
2655	4.50e+00	-1.76e-01
2656	4.54e+00	-1.84e-01
2657	4.54e+00	-1.84e-01
2658	4.54e+00	-1.92e-01
2659	4.54e+00	-1.92e-01
2660	4.54e+00	-2.00e-01
2661	4.54e+00	-2.00e-01
2662	4.54e+00	-2.08e-01
2663	4.54e+00	-2.08e-01
2664	4.54e+00	-2.16e-01
2665	4.54e+00	-2.16e-01
2666	4.54e+00	-2.24e-01
2667	4.54e+00	-2.24e-01
2668	4.54e+00	-2.32e-01
2669	4.54e+00	-2.32e-01
2670	4.54e+00	-2.40e-01
2671	4.54e+00	-2.40e-01
2672	4.54e+00	-2.48e-01
2673	4.54e+00	-2.56e-01
2674	4.58e+00	-2.56e-01
2675	4.54e+00	-2.64e-01
2676	4.58e+00	-2.64e-01
2677	4.58e+00	-2.72e-01
2678	4.58e+00	-2.72e-01
2679	4.58e+00	-2.80e-01
2680	4.58e+00	-2.88e-01
2681	4.58e+00	-2.88e-01
2682	4.58e+00	-3.04e-01
2683	4.58e+00	-3.04e-01
2684	4.58e+00	-3.12e-01
2685	4.58e+00	-3.20e-01
2686	4.58e+00	-3.20e-01
2687	4.58e+00	-3.28e-01
2688	4.62e+00	-3.28e-01
2689	4.62e+00	-3.36e-01
2690	4.62e+00	-3.44e-01
2691	4.62e+00	-3.44e-01
2692	4.62e+00	-3.52e-01
2693	4.62e+00	-3.60e-01
2694	4.62e+00	-3.60e-01
2695	4.62e+00	-3.68e-01
2696	4.62e+00	-3.76e-01
2697	4.62e+00	-3.76e-01
2698	4.62e+00	-3.84e-01
2699	4.62e+00	-3.92e-01
2700	4.62e+00	-3.92e-01
2701	4.66e+00	-4.00e-01
2702	4.62e+00	-4.08e-01
2703	4.66e+00	-4.08e-01
2704	4.66e+00	-4.16e-01
2705	4.66e+00	-4.24e-01
2706	4.66e+00	-4.24e-01
2707	4.66e+00	-4.40e-01
2708	4.66e+00	-4.48e-01
2709	4.66e+00	-4.48e-01
2710	4.66e+00	-4.56e-01
2711	4.66e+00	-4.56e-01
2712	4.66e+00	-4.64e-01
2713	4.66e+00	-4.72e-01
2714	4.66e+00	-4.72e-01
2715	4.66e+00	-4.80e-01
2716	4.70e+00	-4.88e-01
2717	4.66e+00	-4.96e-01
2718	4.70e+00	-4.96e-01
2719	4.70e+00	-5.04e-01
2720	4.70e+00	-5.12e-01
2721	4.70e+00	-5.12e-01
2722	4.70e+00	-5.20e-01
2723	4.70e+00	-5.28e-01
2724	4.70e+00	-5.28e-01
2725	4.70e+00	-5.36e-01
2726	4.70e+00	-5.36e-01
2727	4.70e+00	-5.44e-01
2728	4.70e+00	-5.52e-01
2729	4.70e+00	-5.52e-01
2730	4.70e+00	-5.60e-01
2731	4.70e+00	-5.76e-01
2732	4.74e+00	-5.76e-01
2733	4.74e+00	-5.84e-01
2734	4.74e+00	-5.84e-01
2735	4.74e+00	-5.92e-01
2736	4.74e+00	-6.00e-01
2737	4.74e+00	-6.00e-01
2738	4.74e+00	-6.08e-01
2739	4.74e+00	-6.08e-01
2740	4.74e+00	-6.16e-01
2741	4.74e+00	-6.24e-01
2742	4.74e+00	-6.24e-01
2743	4.74e+00	-6.32e-01
2744	4.74e+00	-6.32e-01
2745	4.74e+00	-6.40e-01
2746	4.74e+00	-6.40e-01
2747	4.74e+00	-6.48e-01
2748	4.78e+00	-6.48e-01
2749	4.78e+00	-6.56e-01
2750	4.78e+00	-6.64e-01
2751	4.78e+00	-6.64e-01
2752	4.78e+00	-6.72e-01
2753	4.78e+00	-6.72e-01
2754	4.78e+00	-6.80e-01
2755	4.78e+00	-6.80e-01
2756	4.78e+00	-6.88e-01
2757	4.78e+00	-6.88e-01
2758	4.78e+00	-6.96e-01
2759	4.78e+00	-6.96e-01
2760	4.78e+00	-6.96e-01
2761	4.78e+00	-7.12e-01
2762	4.78e+00	-7.12e-01
2763	4.78e+00	-7.20e-01
2764	4.78e+00	-7.20e-01
2765	4.78e+00	-7.28e-01
2766	4.82e+00	-7.28e-01
2767	4.82e+00	-7.28e-01
2768	4.82e+00	-7.36e-01
2769	4.82e+00	-7.36e-01
2770	4.82e+00	-7.44e-01
2771	4.82e+00	-7.44e-01
2772	4.82e+00	-7.44e-01
2773	4.82e+00	-7.52e-01
2774	4.82e+00	-7.52e-01
2775	4.82e+00	-7.52e-01
2776	4.82e+00	-7.60e-01
2777	4.86e+00	-7.60e-01
2778	4.86e+00	-7.68e-01
2779	4.86e+00	-7.68e-01
2780	4.86e+00	-7.68e-01
2781	4.86e+00	-7.68e-01
2782	4.86e+00	-7.76e-01
2783	4.86e+00	-7.76e-01
2784	4.86e+00	-7.76e-01
2785	4.86e+00	-7.84e-01
2786	4.86e+00	-7.84e-01
2787	4.86e+00	-7.84e-01
2788	4.86e+00	-7.84e-01
2789	4.86e+00	-7.92e-01
2790	4.86e+00	-7.92e-01
2791	4.86e+00	-7.92e-01
2792	4.86e+00	-7.92e-01
2793	4.86e+00	-8.00e-01
2794	4.86e+00	-8.00e-01
2795	4.90e+00	-8.00e-01
2796	4.86e+00	-8.00e-01
2797	4.90e+00	-8.08e-01
2798	4.90e+00	-8.08e-01
2799	4.90e+00	-8.08e-01
2800	4.90e+00	-8.08e-01
2801	4.90e+00	-8.08e-01
2802	4.90e+00	-8.08e-01
2803	4.90e+00	-8.16e-01
2804	4.90e+00	-8.16e-01
2805	4.90e+00	-8.16e-01
2806	4.90e+00	-8.16e-01
2807	4.90e+00	-8.16e-01
2808	4.90e+00	-8.24e-01
2809	4.94e+00	-8.24e-01
2810	4.90e+00	-8.24e-01
2811	4.94e+00	-8.24e-01
2812	4.94e+00	-8.24e-01
2813	4.94e+00	-8.24e-01
2814	4.94e+00	-8.24e-01
2815	4.94e+00	-8.24e-01
2816	4.94e+00	-8.24e-01
2817	4.94e+00	-8.24e-01
2818	4.94e+00	-8.24e-01
2819	4.94e+00	-8.40e-01
2820	4.94e+00	-8.40e-01
2821	4.94e+00	-8.40e-01
2822	4.94e+00	-8.40e-01
2823	4.94e+00	-8.40e-01
2824	4.98e+00	-8.40e-01
2825	4.98e+00	-8.40e-01
2826	4.94e+00	-8.40e-01
2827	4.98e+00	-8.40e-01
2828	4.98e+00	-8.40e-01
2829	4.98e+00	-8.40e-01
2830	4.98e+00	-8.40e-01
2831	4.98e+00	-8.40e-01
2832	4.98e+00	-8.40e-01
2833	4.98e+00	-8.40e-01
2834	4.98e+00	-8.48e-01
2835	4.98e+00	-8.48e-01
2836	4.98e+00	-8.40e-01
2837	4.98e+00	-8.48e-01
2838	4.98e+00	-8.48e-01
2839	4.98e+00	-8.48e-01
2840	4.98e+00	-8.48e-01
2841	5.02e+00	-8.48e-01
2842	5.02e+00	-8.48e-01
2843	5.02e+00	-8.48e-01
2844	5.02e+00	-8.48e-01
2845	5.02e+00	-8.48e-01
2846	5.02e+00	-8.48e-01
2847	5.02e+00	-8.48e-01
2848	5.02e+00	-8.48e-01
2849	5.02e+00	-8.48e-01
2850	5.02e+00	-8.48e-01
2851	5.02e+00	-8.48e-01
2852	5.02e+00	-8.48e-01
2853	5.02e+00	-8.48e-01
2854	5.02e+00	-8.48e-01
2855	5.06e+00	-8.48e-01
2856	5.06e+00	-8.48e-01
2857	5.06e+00	-8.48e-01
2858	5.02e+00	-8.48e-01
2859	5.06e+00	-8.40e-01
2860	5.06e+00	-8.40e-01
2861	5.06e+00	-8.40e-01
2862	5.06e+00	-8.40e-01
2863	5.06e+00	-8.40e-01
2864	5.06e+00	-8.40e-01
2865	5.06e+00	-8.40e-01
2866	5.06e+00	-8.40e-01
2867	5.06e+00	-8.40e-01
2868	5.06e+00	-8.40e-01
2869	5.06e+00	-8.40e-01
2870	5.10e+00	-8.40e-01
2871	5.06e+00	-8.40e-01
2872	5.10e+00	-8.40e-01
2873	5.10e+00	-8.40e-01
2874	5.10e+00	-8.40e-01
2875	5.10e+00	-8.40e-01
2876	5.10e+00	-8.40e-01
2877	5.10e+00	-8.40e-01
2878	5.10e+00	-8.40e-01
2879	5.10e+00	-8.40e-01
2880	5.10e+00	-8.24e-01
2881	5.10e+00	-8.24e-01
2882	5.10e+00	-8.24e-01
2883	5.10e+00	-8.24e-01
2884	5.18e+00	-8.24e-01
2885	5.18e+00	-8.24e-01
2886	5.18e+00	-8.24e-01
2887	5.18e+00	-8.24e-01
2888	5.18e+00	-8.24e-01
2889	5.18e+00	-8.24e-01
2890	5.18e+00	-8.24e-01
2891	5.18e+00	-8.24e-01
2892	5.18e+00	-8.24e-01
2893	5.18e+00	-8.24e-01
2894	5.18e+00	-8.24e-01
2895	5.18e+00	-8.16e-01
2896	5.18e+00	-8.16e-01
2897	5.18e+00	-8.16e-01
2898	5.18e+00	-8.16e-01
2899	5.18e+00	-8.16e-01
2900	5.22e+00	-8.16e-01
2901	5.22e+00	-8.16e-01
2902	5.22e+00	-8.16e-01
2903	5.22e+00	-8.16e-01
2904	5.22e+00	-8.16e-01
2905	5.22e+00	-8.16e-01
2906	5.22e+00	-8.16e-01
2907	5.22e+00	-8.16e-01
2908	5.22e+00	-8.08e-01
2909	5.22e+00	-8.08e-01
2910	5.22e+00	-8.08e-01
2911	5.22e+00	-8.08e-01
2912	5.22e+00	-8.08e-01
2913	5.22e+00	-8.08e-01
2914	5.26e+00	-8.08e-01
2915	5.26e+00	-8.08e-01
2916	5.26e+00	-8.08e-01
2917	5.26e+00	-8.08e-01
2918	5.26e+00	-8.08e-01
2919	5.26e+00	-8.08e-01
2920	5.26e+00	-8.08e-01
2921	5.26e+00	-8.08e-01
2922	5.26e+00	-8.00e-01
2923	5.26e+00	-8.08e-01
2924	5.26e+00	-8.00e-01
2925	5.26e+00	-8.00e-01
2926	5.26e+00	-8.00e-01
2927	5.26e+00	-8.00e-01
2928	5.30e+00	-8.00e-01
2929	5.26e+00	-8.00e-01
2930	5.30e+00	-8.00e-01
2931	5.30e+00	-8.00e-01
2932	5.30e+00	-8.00e-01
2933	5.30e+00	-8.00e-01
2934	5.30e+00	-8.00e-01
2935	5.30e+00	-8.00e-01
2936	5.30e+00	-8.00e-01
2937	5.30e+00	-7.92e-01
2938	5.30e+00	-7.92e-01
2939	5.30e+00	-7.92e-01
2940	5.30e+00	-7.92e-01
2941	5.30e+00	-7.92e-01
2942	5.34e+00	-7.92e-01
2943	5.30e+00	-7.92e-01
2944	5.30e+00	-7.92e-01
2945	5.34e+00	-7.92e-01
2946	5.34e+00	-7.92e-01
2947	5.34e+00	-7.92e-01
2948	5.34e+00	-7.92e-01
2949	5.34e+00	-7.92e-01
2950	5.34e+00	-7.92e-01
2951	5.34e+00	-7.92e-01
2952	5.34e+00	-7.92e-01
2953	5.34e+00	-7.92e-01
2954	5.34e+00	-7.92e-01
2955	5.34e+00	-7.84e-01
2956	5.34e+00	-7.84e-01
2957	5.34e+00	-7.84e-01
2958	5.38e+00	-7.84e-01
2959	5.38e+00	-7.84e-01
2960	5.38e+00	-7.84e-01
2961	5.38e+00	-7.84e-01
2962	5.38e+00	-7.84e-01
2963	5.38e+00	-7.84e-01
2964	5.38e+00	-7.84e-01
2965	5.38e+00	-7.84e-01
2966	5.38e+00	-7.84e-01
2967	5.38e+00	-7.84e-01
2968	5.38e+00	-7.84e-01
2969	5.38e+00	-7.84e-01
2970	5.38e+00	-7.84e-01
2971	5.38e+00	-7.84e-01
2972	5.38e+00	-7.84e-01
2973	5.38e+00	-7.84e-01
2974	5.38e+00	-7.76e-01
2975	5.42e+00	-7.76e-01
2976	5.42e+00	-7.76e-01
2977	5.42e+00	-7.76e-01
2978	5.42e+00	-7.76e-01
2979	5.42e+00	-7.76e-01
2980	5.42e+00	-7.76e-01
2981	5.42e+00	-7.76e-01
2982	5.42e+00	-7.76e-01
2983	5.42e+00	-7.76e-01
2984	5.42e+00	-7.76e-01
2985	5.42e+00	-7.76e-01
2986	5.42e+00	-7.76e-01
2987	5.46e+00	-7.76e-01
2988	5.46e+00	-7.68e-01
2989	5.46e+00	-7.76e-01
2990	5.46e+00	-7.68e-01
2991	5.46e+00	-7.68e-01
2992	5.46e+00	-7.68e-01
2993	5.46e+00	-7.68e-01
2994	5.46e+00	-7.68e-01
2995	5.46e+00	-7.68e-01
2996	5.46e+00	-7.68e-01
2997	5.46e+00	-7.68e-01
2998	5.46e+00	-7.68e-01
2999	5.46e+00	-7.68e-01
3000	5.46e+00	-7.68e-01
3001	5.50e+00	-7.68e-01
3002	5.46e+00	-7.68e-01
3003	5.50e+00	-7.68e-01
3004	5.50e+00	-7.60e-01
3005	5.50e+00	-7.68e-01
3006	5.50e+00	-7.60e-01
3007	5.50e+00	-7.60e-01
3008	5.50e+00	-7.60e-01
3009	5.50e+00	-7.60e-01
3010	5.50e+00	-7.60e-01
3011	5.50e+00	-7.60e-01
3012	5.50e+00	-7.60e-01
3013	5.50e+00	-7.60e-01
3014	5.50e+00	-7.60e-01
3015	5.50e+00	-7.60e-01
3016	5.50e+00	-7.60e-01
3017	5.50e+00	-7.60e-01
3018	5.50e+00	-7.60e-01
3019	5.54e+00	-7.60e-01
3020	5.54e+00	-7.52e-01
3021	5.54e+00	-7.60e-01
3022	5.54e+00	-7.60e-01
3023	5.54e+00	-7.52e-01
3024	5.54e+00	-7.52e-01
3025	5.54e+00	-7.52e-01
3026	5.54e+00	-7.52e-01
3027	5.54e+00	-7.52e-01
3028	5.54e+00	-7.52e-01
3029	5.54e+00	-7.52e-01
3030	5.54e+00	-7.52e-01
3031	5.54e+00	-7.52e-01
3032	5.58e+00	-7.52e-01
3033	5.54e+00	-7.52e-01
3034	5.54e+00	-7.52e-01
3035	5.58e+00	-7.52e-01
3036	5.58e+00	-7.52e-01
3037	5.58e+00	-7.52e-01
3038	5.58e+00	-7.52e-01
3039	5.58e+00	-7.44e-01
3040	5.58e+00	-7.44e-01
3041	5.58e+00	-7.44e-01
3042	5.58e+00	-7.44e-01
3043	5.58e+00	-7.44e-01
3044	5.58e+00	-7.44e-01
3045	5.62e+00	-7.44e-01
3046	5.58e+00	-7.44e-01
3047	5.58e+00	-7.44e-01
3048	5.62e+00	-7.44e-01
3049	5.58e+00	-7.44e-01
3050	5.62e+00	-7.44e-01
3051	5.62e+00	-7.36e-01
3052	5.62e+00	-7.36e-01
3053	5.62e+00	-7.36e-01
3054	5.62e+00	-7.36e-01
3055	5.62e+00	-7.36e-01
3056	5.62e+00	-7.36e-01
3057	5.62e+00	-7.36e-01
3058	5.62e+00	-7.36e-01
3059	5.62e+00	-7.36e-01
3060	5.62e+00	-7.36e-01
3061	5.62e+00	-7.36e-01
3062	5.66e+00	-7.28e-01
3063	5.62e+00	-7.28e-01
3064	5.62e+00	-7.28e-01
3065	5.66e+00	-7.28e-01
3066	5.66e+00	-7.28e-01
3067	5.66e+00	-7.28e-01
3068	5.66e+00	-7.28e-01
3069	5.66e+00	-7.28e-01
3070	5.66e+00	-7.28e-01
3071	5.66e+00	-7.20e-01
3072	5.66e+00	-7.20e-01
3073	5.66e+00	-7.20e-01
3074	5.66e+00	-7.20e-01
3075	5.66e+00	-7.20e-01
3076	5.70e+00	-7.20e-01
3077	5.70e+00	-7.20e-01
3078	5.70e+00	-7.12e-01
3079	5.70e+00	-7.12e-01
3080	5.70e+00	-7.12e-01
3081	5.70e+00	-7.12e-01
3082	5.70e+00	-7.12e-01
3083	5.70e+00	-7.12e-01
3084	5.70e+00	-6.96e-01
3085	5.70e+00	-6.96e-01
3086	5.70e+00	-6.96e-01
3087	5.70e+00	-6.96e-01
3088	5.70e+00	-6.96e-01
3089	5.70e+00	-6.96e-01
3090	5.70e+00	-6.88e-01
3091	5.70e+00	-6.88e-01
3092	5.74e+00	-6.88e-01
3093	5.74e+00	-6.88e-01
3094	5.74e+00	-6.88e-01
3095	5.74e+00	-6.80e-01
3096	5.74e+00	-6.80e-01
3097	5.74e+00	-6.80e-01
3098	5.74e+00	-6.80e-01
3099	5.74e+00	-6.80e-01
3100	5.74e+00	-6.72e-01
3101	5.74e+00	-6.72e-01
3102	5.74e+00	-6.72e-01
3103	5.74e+00	-6.72e-01
3104	5.74e+00	-6.72e-01
3105	5.78e+00	-6.64e-01
3106	5.78e+00	-6.64e-01
3107	5.78e+00	-6.64e-01
3108	5.78e+00	-6.64e-01
3109	5.78e+00	-6.56e-01
3110	5.78e+00	-6.56e-01
3111	5.78e+00	-6.56e-01
3112	5.78e+00	-6.56e-01
3113	5.78e+00	-6.48e-01
3114	5.78e+00	-6.48e-01
3115	5.78e+00	-6.48e-01
3116	5.78e+00	-6.48e-01
3117	5.78e+00	-6.40e-01
3118	5.78e+00	-6.40e-01
3119	5.78e+00	-6.40e-01
3120	5.78e+00	-6.40e-01
3121	5.78e+00	-6.32e-01
3122	5.82e+00	-6.32e-01
3123	5.82e+00	-6.32e-01
3124	5.82e+00	-6.24e-01
3125	5.82e+00	-6.24e-01
3126	5.82e+00	-6.24e-01
3127	5.82e+00	-6.24e-01
3128	5.82e+00	-6.16e-01
3129	5.82e+00	-6.16e-01
3130	5.82e+00	-6.16e-01
3131	5.82e+00	-6.16e-01
3132	5.82e+00	-6.08e-01
3133	5.82e+00	-6.08e-01
3134	5.82e+00	-6.08e-01
3135	5.86e+00	-6.00e-01
3136	5.82e+00	-6.00e-01
3137	5.86e+00	-6.00e-01
3138	5.86e+00	-5.92e-01
3139	5.86e+00	-5.92e-01
3140	5.86e+00	-5.92e-01
3141	5.86e+00	-5.84e-01
3142	5.86e+00	-5.84e-01
3143	5.86e+00	-5.84e-01
3144	5.86e+00	-5.76e-01
3145	5.86e+00	-5.76e-01
3146	5.86e+00	-5.76e-01
3147	5.86e+00	-5.60e-01
3148	5.86e+00	-5.60e-01
3149	5.86e+00	-5.60e-01
3150	5.86e+00	-5.52e-01
3151	5.90e+00	-5.52e-01
3152	5.90e+00	-5.44e-01
3153	5.90e+00	-5.44e-01
3154	5.90e+00	-5.44e-01
3155	5.90e+00	-5.36e-01
3156	5.90e+00	-5.36e-01
3157	5.90e+00	-5.36e-01
3158	5.90e+00	-5.28e-01
3159	5.90e+00	-5.28e-01
3160	5.90e+00	-5.28e-01
3161	5.90e+00	-5.20e-01
3162	5.90e+00	-5.20e-01
3163	5.90e+00	-5.12e-01
3164	5.94e+00	-5.12e-01
3165	5.94e+00	-5.12e-01
3166	5.94e+00	-5.04e-01
3167	5.94e+00	-5.04e-01
3168	5.94e+00	-4.96e-01
3169	5.94e+00	-4.96e-01
3170	5.94e+00	-4.96e-01
3171	5.94e+00	-4.88e-01
3172	5.94e+00	-4.88e-01
3173	5.94e+00	-4.80e-01
3174	5.94e+00	-4.80e-01
3175	5.94e+00	-4.80e-01
3176	5.94e+00	-4.72e-01
3177	6.02e+00	-4.72e-01
3178	6.02e+00	-4.64e-01
3179	6.02e+00	-4.64e-01
3180	6.02e+00	-4.56e-01
3181	6.02e+00	-4.56e-01
3182	6.02e+00	-4.56e-01
3183	6.02e+00	-4.48e-01
3184	6.02e+00	-4.48e-01
3185	6.02e+00	-4.40e-01
3186	6.02e+00	-4.40e-01
3187	6.02e+00	-4.24e-01
3188	6.02e+00	-4.24e-01
3189	6.02e+00	-4.24e-01
3190	6.02e+00	-4.16e-01
3191	6.02e+00	-4.16e-01
3192	6.06e+00	-4.08e-01
3193	6.06e+00	-4.08e-01
3194	6.06e+00	-4.00e-01
3195	6.06e+00	-4.00e-01
3196	6.06e+00	-4.00e-01
3197	6.06e+00	-3.92e-01
3198	6.06e+00	-3.92e-01
3199	6.06e+00	-3.84e-01
3200	6.06e+00	-3.84e-01
3201	6.06e+00	-3.76e-01
3202	6.06e+00	-3.76e-01
3203	6.06e+00	-3.76e-01
3204	6.06e+00	-3.68e-01
3205	6.06e+00	-3.68e-01
3206	6.06e+00	-3.60e-01
3207	6.10e+00	-3.60e-01
3208	6.06e+00	-3.52e-01
3209	6.10e+00	-3.52e-01
3210	6.10e+00	-3.52e-01
3211	6.10e+00	-3.44e-01
3212	6.10e+00	-3.44e-01
3213	6.10e+00	-3.36e-01
3214	6.10e+00	-3.36e-01
3215	6.10e+00	-3.28e-01
3216	6.10e+00	-3.28e-01
3217	6.10e+00	-3.28e-01
3218	6.10e+00	-3.20e-01
3219	6.10e+00	-3.20e-01
3220	6.10e+00	-3.12e-01
3221	6.10e+00	-3.12e-01
3222	6.14e+00	-3.04e-01
3223	6.14e+00	-3.04e-01
3224	6.14e+00	-3.04e-01
3225	6.14e+00	-2.88e-01
3226	6.14e+00	-2.88e-01
3227	6.14e+00	-2.80e-01
