#X	CH1	CH2
#Sequence	Volt	Volt
865	2.06e+00	0.00e+00
866	2.06e+00	0.00e+00
867	2.02e+00	0.00e+00
868	2.02e+00	0.00e+00
869	2.06e+00	0.00e+00
870	2.02e+00	0.00e+00
871	2.06e+00	0.00e+00
872	2.06e+00	0.00e+00
873	2.02e+00	0.00e+00
874	2.06e+00	0.00e+00
875	2.02e+00	0.00e+00
876	2.06e+00	0.00e+00
877	2.06e+00	0.00e+00
878	2.06e+00	0.00e+00
879	2.02e+00	0.00e+00
880	2.02e+00	0.00e+00
881	2.06e+00	0.00e+00
882	2.02e+00	0.00e+00
883	2.02e+00	0.00e+00
884	2.06e+00	0.00e+00
885	2.06e+00	0.00e+00
886	2.06e+00	0.00e+00
887	2.06e+00	0.00e+00
888	2.06e+00	0.00e+00
889	2.02e+00	0.00e+00
890	2.06e+00	0.00e+00
891	2.02e+00	0.00e+00
892	2.02e+00	0.00e+00
893	2.02e+00	0.00e+00
894	2.02e+00	0.00e+00
895	2.02e+00	0.00e+00
896	2.06e+00	0.00e+00
897	2.02e+00	0.00e+00
898	2.06e+00	0.00e+00
899	2.02e+00	0.00e+00
900	2.06e+00	0.00e+00
901	2.06e+00	0.00e+00
902	2.02e+00	0.00e+00
903	2.02e+00	0.00e+00
904	2.06e+00	0.00e+00
905	2.06e+00	0.00e+00
906	2.02e+00	0.00e+00
907	2.06e+00	0.00e+00
908	2.02e+00	0.00e+00
909	2.02e+00	0.00e+00
910	2.02e+00	0.00e+00
911	2.02e+00	0.00e+00
912	2.06e+00	0.00e+00
913	2.02e+00	0.00e+00
914	2.02e+00	0.00e+00
915	2.06e+00	0.00e+00
916	2.06e+00	0.00e+00
917	2.06e+00	0.00e+00
918	2.02e+00	0.00e+00
919	2.02e+00	0.00e+00
920	2.02e+00	0.00e+00
921	2.06e+00	0.00e+00
922	2.02e+00	0.00e+00
923	2.06e+00	0.00e+00
924	2.06e+00	0.00e+00
925	2.06e+00	0.00e+00
926	2.02e+00	0.00e+00
927	2.06e+00	0.00e+00
928	2.02e+00	0.00e+00
929	2.06e+00	0.00e+00
930	2.06e+00	0.00e+00
931	2.06e+00	0.00e+00
932	2.02e+00	0.00e+00
933	2.02e+00	0.00e+00
934	2.06e+00	0.00e+00
935	2.02e+00	0.00e+00
936	2.02e+00	0.00e+00
937	2.02e+00	0.00e+00
938	2.06e+00	0.00e+00
939	2.06e+00	0.00e+00
940	2.02e+00	0.00e+00
941	2.02e+00	0.00e+00
942	2.06e+00	0.00e+00
943	2.02e+00	0.00e+00
944	2.06e+00	0.00e+00
945	2.06e+00	0.00e+00
946	2.06e+00	0.00e+00
947	2.06e+00	0.00e+00
948	2.06e+00	0.00e+00
949	2.06e+00	0.00e+00
950	2.02e+00	0.00e+00
951	2.02e+00	0.00e+00
952	2.02e+00	0.00e+00
953	2.06e+00	0.00e+00
954	2.06e+00	0.00e+00
955	2.06e+00	0.00e+00
956	2.06e+00	0.00e+00
957	2.06e+00	0.00e+00
958	2.06e+00	0.00e+00
959	2.06e+00	0.00e+00
960	2.06e+00	0.00e+00
961	2.02e+00	0.00e+00
962	2.06e+00	0.00e+00
963	2.02e+00	0.00e+00
964	2.06e+00	0.00e+00
965	2.06e+00	0.00e+00
966	2.02e+00	0.00e+00
967	2.02e+00	0.00e+00
968	2.06e+00	0.00e+00
969	2.02e+00	0.00e+00
970	2.02e+00	0.00e+00
971	2.06e+00	0.00e+00
972	2.02e+00	0.00e+00
973	2.02e+00	0.00e+00
974	2.06e+00	0.00e+00
975	2.02e+00	0.00e+00
976	2.06e+00	0.00e+00
977	2.02e+00	0.00e+00
978	2.02e+00	0.00e+00
979	2.02e+00	0.00e+00
980	2.02e+00	0.00e+00
981	2.06e+00	0.00e+00
982	2.06e+00	0.00e+00
983	2.02e+00	0.00e+00
984	2.02e+00	0.00e+00
985	2.06e+00	0.00e+00
986	2.06e+00	0.00e+00
987	2.06e+00	0.00e+00
988	2.02e+00	0.00e+00
989	2.02e+00	0.00e+00
990	2.06e+00	0.00e+00
991	2.02e+00	0.00e+00
992	2.02e+00	0.00e+00
993	2.02e+00	0.00e+00
994	2.06e+00	0.00e+00
995	2.06e+00	0.00e+00
996	2.02e+00	0.00e+00
997	2.06e+00	0.00e+00
998	2.06e+00	0.00e+00
999	2.02e+00	0.00e+00
1000	2.02e+00	0.00e+00
1001	2.02e+00	0.00e+00
1002	2.06e+00	0.00e+00
1003	2.02e+00	0.00e+00
1004	2.06e+00	0.00e+00
1005	2.06e+00	0.00e+00
1006	2.02e+00	0.00e+00
1007	2.06e+00	0.00e+00
1008	2.06e+00	0.00e+00
1009	2.06e+00	0.00e+00
1010	2.06e+00	0.00e+00
1011	2.02e+00	0.00e+00
1012	2.02e+00	0.00e+00
1013	2.06e+00	0.00e+00
1014	2.06e+00	0.00e+00
1015	2.02e+00	0.00e+00
1016	2.02e+00	0.00e+00
1017	2.02e+00	0.00e+00
1018	2.02e+00	0.00e+00
1019	2.02e+00	0.00e+00
1020	2.06e+00	0.00e+00
1021	2.02e+00	0.00e+00
1022	2.02e+00	0.00e+00
1023	2.02e+00	0.00e+00
1024	2.06e+00	0.00e+00
1025	2.02e+00	0.00e+00
1026	2.02e+00	0.00e+00
1027	2.06e+00	0.00e+00
1028	2.06e+00	0.00e+00
1029	2.06e+00	0.00e+00
1030	2.06e+00	0.00e+00
1031	2.02e+00	0.00e+00
1032	2.06e+00	0.00e+00
1033	2.06e+00	0.00e+00
1034	2.02e+00	0.00e+00
1035	2.02e+00	0.00e+00
1036	2.02e+00	0.00e+00
1037	2.02e+00	0.00e+00
1038	2.02e+00	0.00e+00
1039	2.02e+00	0.00e+00
1040	2.06e+00	0.00e+00
1041	2.06e+00	0.00e+00
1042	2.02e+00	0.00e+00
1043	2.06e+00	0.00e+00
1044	2.06e+00	0.00e+00
1045	2.06e+00	0.00e+00
1046	2.02e+00	0.00e+00
1047	2.02e+00	0.00e+00
1048	2.02e+00	0.00e+00
1049	2.02e+00	0.00e+00
1050	2.02e+00	0.00e+00
1051	2.02e+00	0.00e+00
1052	2.06e+00	0.00e+00
1053	2.02e+00	0.00e+00
1054	2.02e+00	0.00e+00
1055	2.02e+00	0.00e+00
1056	2.06e+00	0.00e+00
1057	2.02e+00	0.00e+00
1058	2.02e+00	0.00e+00
1059	2.02e+00	0.00e+00
1060	2.06e+00	0.00e+00
1061	2.02e+00	0.00e+00
1062	2.02e+00	0.00e+00
1063	2.06e+00	0.00e+00
1064	2.02e+00	0.00e+00
1065	2.06e+00	0.00e+00
1066	2.02e+00	0.00e+00
1067	2.06e+00	0.00e+00
1068	2.06e+00	0.00e+00
1069	2.06e+00	0.00e+00
1070	2.06e+00	0.00e+00
1071	2.02e+00	0.00e+00
1072	2.02e+00	0.00e+00
1073	2.06e+00	0.00e+00
1074	2.02e+00	0.00e+00
1075	2.02e+00	0.00e+00
1076	2.06e+00	0.00e+00
1077	2.06e+00	0.00e+00
1078	2.06e+00	0.00e+00
1079	2.02e+00	0.00e+00
1080	2.06e+00	0.00e+00
1081	2.02e+00	0.00e+00
1082	2.06e+00	0.00e+00
1083	2.06e+00	0.00e+00
1084	2.06e+00	0.00e+00
1085	2.06e+00	0.00e+00
1086	2.02e+00	0.00e+00
1087	2.02e+00	0.00e+00
1088	2.02e+00	0.00e+00
1089	2.06e+00	0.00e+00
1090	2.02e+00	0.00e+00
1091	2.02e+00	0.00e+00
1092	2.06e+00	0.00e+00
1093	2.02e+00	0.00e+00
1094	2.02e+00	0.00e+00
1095	2.06e+00	0.00e+00
1096	2.06e+00	0.00e+00
1097	2.02e+00	0.00e+00
1098	2.06e+00	0.00e+00
1099	2.02e+00	0.00e+00
1100	2.02e+00	0.00e+00
1101	2.06e+00	0.00e+00
1102	2.02e+00	0.00e+00
1103	2.02e+00	0.00e+00
1104	2.02e+00	0.00e+00
1105	2.02e+00	0.00e+00
1106	2.02e+00	0.00e+00
1107	2.02e+00	0.00e+00
1108	2.06e+00	0.00e+00
1109	2.02e+00	0.00e+00
1110	2.06e+00	0.00e+00
1111	2.06e+00	0.00e+00
1112	2.06e+00	0.00e+00
1113	2.06e+00	0.00e+00
1114	2.06e+00	0.00e+00
1115	2.02e+00	0.00e+00
1116	2.02e+00	0.00e+00
1117	2.02e+00	0.00e+00
1118	2.06e+00	0.00e+00
1119	2.02e+00	0.00e+00
1120	2.06e+00	0.00e+00
1121	2.06e+00	0.00e+00
1122	2.06e+00	0.00e+00
1123	2.02e+00	0.00e+00
1124	2.06e+00	0.00e+00
1125	2.06e+00	0.00e+00
1126	2.02e+00	0.00e+00
1127	2.02e+00	0.00e+00
1128	2.06e+00	0.00e+00
1129	2.06e+00	0.00e+00
1130	2.06e+00	0.00e+00
1131	2.02e+00	0.00e+00
1132	2.02e+00	0.00e+00
1133	2.02e+00	0.00e+00
1134	2.06e+00	0.00e+00
1135	2.02e+00	0.00e+00
1136	2.02e+00	0.00e+00
1137	2.02e+00	0.00e+00
1138	2.02e+00	0.00e+00
1139	2.06e+00	0.00e+00
1140	2.06e+00	0.00e+00
1141	2.06e+00	0.00e+00
1142	2.06e+00	0.00e+00
1143	2.02e+00	0.00e+00
1144	2.02e+00	0.00e+00
1145	2.02e+00	0.00e+00
1146	2.02e+00	0.00e+00
1147	2.06e+00	0.00e+00
1148	2.02e+00	0.00e+00
1149	2.02e+00	0.00e+00
1150	2.06e+00	0.00e+00
1151	2.02e+00	0.00e+00
1152	2.02e+00	0.00e+00
1153	2.02e+00	0.00e+00
1154	2.02e+00	0.00e+00
1155	2.02e+00	0.00e+00
1156	2.06e+00	0.00e+00
1157	2.02e+00	0.00e+00
1158	2.06e+00	0.00e+00
1159	2.06e+00	0.00e+00
1160	2.02e+00	0.00e+00
1161	2.06e+00	0.00e+00
1162	2.06e+00	0.00e+00
1163	2.02e+00	0.00e+00
1164	2.02e+00	0.00e+00
1165	2.02e+00	0.00e+00
1166	2.02e+00	0.00e+00
1167	2.06e+00	0.00e+00
1168	2.06e+00	0.00e+00
1169	2.02e+00	0.00e+00
1170	2.02e+00	0.00e+00
1171	2.02e+00	0.00e+00
1172	2.02e+00	0.00e+00
1173	2.02e+00	0.00e+00
1174	2.06e+00	0.00e+00
1175	2.06e+00	0.00e+00
1176	2.06e+00	0.00e+00
1177	2.02e+00	0.00e+00
1178	2.02e+00	0.00e+00
1179	2.02e+00	0.00e+00
1180	2.02e+00	0.00e+00
1181	2.02e+00	0.00e+00
1182	2.02e+00	0.00e+00
1183	2.02e+00	0.00e+00
1184	2.02e+00	0.00e+00
1185	2.02e+00	0.00e+00
1186	2.06e+00	0.00e+00
1187	2.02e+00	0.00e+00
1188	2.06e+00	0.00e+00
1189	2.02e+00	0.00e+00
1190	2.02e+00	0.00e+00
1191	2.02e+00	0.00e+00
1192	2.06e+00	0.00e+00
1193	2.02e+00	0.00e+00
1194	2.02e+00	0.00e+00
1195	2.06e+00	0.00e+00
1196	2.02e+00	0.00e+00
1197	2.02e+00	0.00e+00
1198	2.06e+00	0.00e+00
1199	2.02e+00	0.00e+00
1200	2.06e+00	0.00e+00
1201	2.02e+00	0.00e+00
1202	2.06e+00	0.00e+00
1203	2.02e+00	0.00e+00
1204	2.02e+00	0.00e+00
1205	2.02e+00	0.00e+00
1206	2.02e+00	0.00e+00
1207	2.02e+00	0.00e+00
1208	2.02e+00	0.00e+00
1209	2.02e+00	0.00e+00
1210	2.02e+00	0.00e+00
1211	2.06e+00	0.00e+00
1212	2.02e+00	0.00e+00
1213	2.02e+00	0.00e+00
1214	2.02e+00	0.00e+00
1215	2.06e+00	0.00e+00
1216	2.06e+00	0.00e+00
1217	2.06e+00	0.00e+00
1218	2.06e+00	0.00e+00
1219	2.06e+00	0.00e+00
1220	2.02e+00	0.00e+00
1221	2.02e+00	0.00e+00
1222	2.06e+00	0.00e+00
1223	2.02e+00	0.00e+00
1224	2.02e+00	0.00e+00
1225	2.02e+00	0.00e+00
1226	2.02e+00	0.00e+00
1227	2.06e+00	0.00e+00
1228	2.02e+00	0.00e+00
1229	2.02e+00	0.00e+00
1230	2.06e+00	0.00e+00
1231	2.06e+00	0.00e+00
1232	2.06e+00	0.00e+00
1233	2.02e+00	0.00e+00
1234	2.06e+00	0.00e+00
1235	2.02e+00	0.00e+00
1236	2.02e+00	0.00e+00
1237	2.02e+00	0.00e+00
1238	2.02e+00	0.00e+00
1239	2.02e+00	0.00e+00
1240	2.02e+00	0.00e+00
1241	2.06e+00	0.00e+00
1242	2.02e+00	0.00e+00
1243	2.02e+00	0.00e+00
1244	2.02e+00	0.00e+00
1245	2.02e+00	0.00e+00
1246	2.06e+00	0.00e+00
1247	2.02e+00	0.00e+00
1248	2.02e+00	0.00e+00
1249	2.02e+00	0.00e+00
1250	2.06e+00	0.00e+00
1251	2.02e+00	0.00e+00
1252	2.02e+00	0.00e+00
1253	2.02e+00	0.00e+00
1254	2.02e+00	0.00e+00
1255	2.02e+00	0.00e+00
1256	2.06e+00	0.00e+00
1257	2.06e+00	0.00e+00
1258	2.02e+00	0.00e+00
1259	2.06e+00	0.00e+00
1260	2.02e+00	0.00e+00
1261	2.02e+00	0.00e+00
1262	2.02e+00	0.00e+00
1263	2.02e+00	0.00e+00
1264	2.02e+00	0.00e+00
1265	2.02e+00	0.00e+00
1266	2.02e+00	0.00e+00
1267	2.06e+00	0.00e+00
1268	2.02e+00	0.00e+00
1269	2.06e+00	0.00e+00
1270	2.06e+00	0.00e+00
1271	2.02e+00	0.00e+00
1272	2.02e+00	0.00e+00
1273	2.06e+00	0.00e+00
1274	2.06e+00	0.00e+00
1275	2.02e+00	0.00e+00
1276	2.02e+00	0.00e+00
1277	2.02e+00	0.00e+00
1278	2.02e+00	0.00e+00
1279	2.06e+00	0.00e+00
1280	2.02e+00	0.00e+00
1281	2.06e+00	0.00e+00
1282	2.06e+00	0.00e+00
1283	2.06e+00	0.00e+00
1284	2.06e+00	0.00e+00
1285	2.06e+00	0.00e+00
1286	2.06e+00	0.00e+00
1287	2.02e+00	0.00e+00
1288	2.02e+00	0.00e+00
1289	2.06e+00	0.00e+00
1290	2.06e+00	0.00e+00
1291	2.02e+00	0.00e+00
1292	2.02e+00	0.00e+00
1293	2.06e+00	0.00e+00
1294	2.06e+00	0.00e+00
1295	2.06e+00	0.00e+00
1296	2.06e+00	0.00e+00
1297	2.02e+00	0.00e+00
1298	2.06e+00	0.00e+00
1299	2.06e+00	0.00e+00
1300	2.02e+00	0.00e+00
1301	2.02e+00	0.00e+00
1302	2.02e+00	0.00e+00
1303	2.06e+00	0.00e+00
1304	2.02e+00	0.00e+00
1305	2.02e+00	0.00e+00
1306	2.06e+00	0.00e+00
1307	2.06e+00	0.00e+00
1308	2.06e+00	0.00e+00
1309	2.02e+00	0.00e+00
1310	2.02e+00	0.00e+00
1311	2.02e+00	0.00e+00
1312	2.06e+00	0.00e+00
1313	2.02e+00	0.00e+00
1314	2.06e+00	0.00e+00
1315	2.02e+00	0.00e+00
1316	2.06e+00	0.00e+00
1317	2.02e+00	0.00e+00
1318	2.06e+00	0.00e+00
1319	2.02e+00	0.00e+00
1320	2.06e+00	0.00e+00
1321	2.06e+00	0.00e+00
1322	2.02e+00	0.00e+00
1323	2.06e+00	0.00e+00
1324	2.02e+00	0.00e+00
1325	2.06e+00	0.00e+00
1326	2.06e+00	0.00e+00
1327	2.02e+00	0.00e+00
1328	2.06e+00	0.00e+00
1329	2.06e+00	0.00e+00
1330	2.02e+00	0.00e+00
1331	2.06e+00	0.00e+00
1332	2.06e+00	0.00e+00
1333	2.02e+00	0.00e+00
1334	2.02e+00	0.00e+00
1335	2.06e+00	0.00e+00
1336	2.02e+00	0.00e+00
1337	2.02e+00	0.00e+00
1338	2.06e+00	0.00e+00
1339	2.06e+00	0.00e+00
1340	2.02e+00	0.00e+00
1341	2.06e+00	0.00e+00
1342	2.06e+00	0.00e+00
1343	2.06e+00	0.00e+00
1344	2.06e+00	0.00e+00
1345	2.06e+00	0.00e+00
1346	2.06e+00	0.00e+00
1347	2.06e+00	0.00e+00
1348	2.06e+00	0.00e+00
1349	2.02e+00	0.00e+00
1350	2.06e+00	0.00e+00
1351	2.06e+00	0.00e+00
1352	2.06e+00	0.00e+00
1353	2.06e+00	0.00e+00
1354	2.06e+00	0.00e+00
1355	2.06e+00	0.00e+00
1356	2.06e+00	0.00e+00
1357	2.06e+00	-8.00e-03
1358	2.06e+00	0.00e+00
1359	2.06e+00	-8.00e-03
1360	2.06e+00	-8.00e-03
1361	2.06e+00	-8.00e-03
1362	2.06e+00	-8.00e-03
1363	2.06e+00	-8.00e-03
1364	2.06e+00	-8.00e-03
1365	2.06e+00	-8.00e-03
1366	2.06e+00	-8.00e-03
1367	2.06e+00	-8.00e-03
1368	2.06e+00	-8.00e-03
1369	2.06e+00	-8.00e-03
1370	2.06e+00	-8.00e-03
1371	2.06e+00	-8.00e-03
1372	2.06e+00	-8.00e-03
1373	2.06e+00	-8.00e-03
1374	2.06e+00	-8.00e-03
1375	2.06e+00	-8.00e-03
1376	2.06e+00	-8.00e-03
1377	2.06e+00	-8.00e-03
1378	2.06e+00	-8.00e-03
1379	2.06e+00	-8.00e-03
1380	2.06e+00	-8.00e-03
1381	2.06e+00	-8.00e-03
1382	2.06e+00	-8.00e-03
1383	2.06e+00	-8.00e-03
1384	2.06e+00	-8.00e-03
1385	2.06e+00	-8.00e-03
1386	2.06e+00	-8.00e-03
1387	2.06e+00	-8.00e-03
1388	2.06e+00	-8.00e-03
1389	2.06e+00	-8.00e-03
1390	2.06e+00	-8.00e-03
1391	2.06e+00	-8.00e-03
1392	2.06e+00	-8.00e-03
1393	2.06e+00	-8.00e-03
1394	2.06e+00	-8.00e-03
1395	2.06e+00	-8.00e-03
1396	2.06e+00	-8.00e-03
1397	2.06e+00	-8.00e-03
1398	2.06e+00	-8.00e-03
1399	2.06e+00	-8.00e-03
1400	2.06e+00	-8.00e-03
1401	2.06e+00	-8.00e-03
1402	2.06e+00	-8.00e-03
1403	2.06e+00	-8.00e-03
1404	2.06e+00	-8.00e-03
1405	2.06e+00	-8.00e-03
1406	2.06e+00	-8.00e-03
1407	2.06e+00	-8.00e-03
1408	2.06e+00	-8.00e-03
1409	2.06e+00	-8.00e-03
1410	2.06e+00	-8.00e-03
1411	2.06e+00	-8.00e-03
1412	2.06e+00	-8.00e-03
1413	2.06e+00	-8.00e-03
1414	2.06e+00	-8.00e-03
1415	2.06e+00	-8.00e-03
1416	2.06e+00	-8.00e-03
1417	2.06e+00	-8.00e-03
1418	2.06e+00	-8.00e-03
1419	2.06e+00	-8.00e-03
1420	2.06e+00	-8.00e-03
1421	2.06e+00	-8.00e-03
1422	2.06e+00	-8.00e-03
1423	2.06e+00	-8.00e-03
1424	2.06e+00	-8.00e-03
1425	2.06e+00	-8.00e-03
1426	2.06e+00	-8.00e-03
1427	2.06e+00	-8.00e-03
1428	2.06e+00	-8.00e-03
1429	2.06e+00	-8.00e-03
1430	2.06e+00	-8.00e-03
1431	2.06e+00	-8.00e-03
1432	2.06e+00	-8.00e-03
1433	2.06e+00	-8.00e-03
1434	2.06e+00	-8.00e-03
1435	2.06e+00	-8.00e-03
1436	2.06e+00	-8.00e-03
1437	2.06e+00	-8.00e-03
1438	2.06e+00	-8.00e-03
1439	2.06e+00	-8.00e-03
1440	2.06e+00	-8.00e-03
1441	2.06e+00	-8.00e-03
1442	2.06e+00	-8.00e-03
1443	2.10e+00	-8.00e-03
1444	2.06e+00	-8.00e-03
1445	2.06e+00	-8.00e-03
1446	2.06e+00	-8.00e-03
1447	2.06e+00	-8.00e-03
1448	2.06e+00	-8.00e-03
1449	2.06e+00	-8.00e-03
1450	2.06e+00	-8.00e-03
1451	2.06e+00	-8.00e-03
1452	2.06e+00	-8.00e-03
1453	2.06e+00	-8.00e-03
1454	2.06e+00	-8.00e-03
1455	2.06e+00	-8.00e-03
1456	2.10e+00	-1.60e-02
1457	2.06e+00	-8.00e-03
1458	2.10e+00	-1.60e-02
1459	2.06e+00	-8.00e-03
1460	2.10e+00	-1.60e-02
1461	2.06e+00	-1.60e-02
1462	2.10e+00	-1.60e-02
1463	2.06e+00	-1.60e-02
1464	2.06e+00	-1.60e-02
1465	2.06e+00	-1.60e-02
1466	2.10e+00	-1.60e-02
1467	2.10e+00	-1.60e-02
1468	2.06e+00	-1.60e-02
1469	2.10e+00	-1.60e-02
1470	2.10e+00	-1.60e-02
1471	2.06e+00	-1.60e-02
1472	2.06e+00	-1.60e-02
1473	2.06e+00	-1.60e-02
1474	2.10e+00	-1.60e-02
1475	2.10e+00	-1.60e-02
1476	2.06e+00	-1.60e-02
1477	2.06e+00	-1.60e-02
1478	2.10e+00	-1.60e-02
1479	2.10e+00	-1.60e-02
1480	2.10e+00	-1.60e-02
1481	2.10e+00	-1.60e-02
1482	2.10e+00	-1.60e-02
1483	2.10e+00	-1.60e-02
1484	2.06e+00	-1.60e-02
1485	2.10e+00	-1.60e-02
1486	2.10e+00	-1.60e-02
1487	2.10e+00	-1.60e-02
1488	2.10e+00	-1.60e-02
1489	2.10e+00	-1.60e-02
1490	2.10e+00	-1.60e-02
1491	2.10e+00	-1.60e-02
1492	2.10e+00	-1.60e-02
1493	2.10e+00	-1.60e-02
1494	2.10e+00	-1.60e-02
1495	2.10e+00	-1.60e-02
1496	2.10e+00	-1.60e-02
1497	2.10e+00	-1.60e-02
1498	2.10e+00	-1.60e-02
1499	2.10e+00	-1.60e-02
1500	2.10e+00	-1.60e-02
1501	2.10e+00	-1.60e-02
1502	2.10e+00	-1.60e-02
1503	2.10e+00	-1.60e-02
1504	2.10e+00	-1.60e-02
1505	2.10e+00	-1.60e-02
1506	2.10e+00	-1.60e-02
1507	2.10e+00	-1.60e-02
1508	2.10e+00	-1.60e-02
1509	2.10e+00	-1.60e-02
1510	2.10e+00	-1.60e-02
1511	2.10e+00	-1.60e-02
1512	2.10e+00	-1.60e-02
1513	2.10e+00	-1.60e-02
1514	2.10e+00	-1.60e-02
1515	2.10e+00	-2.40e-02
1516	2.10e+00	-2.40e-02
1517	2.10e+00	-1.60e-02
1518	2.10e+00	-2.40e-02
1519	2.10e+00	-2.40e-02
1520	2.10e+00	-2.40e-02
1521	2.10e+00	-2.40e-02
1522	2.10e+00	-2.40e-02
1523	2.10e+00	-2.40e-02
1524	2.10e+00	-2.40e-02
1525	2.10e+00	-2.40e-02
1526	2.10e+00	-2.40e-02
1527	2.10e+00	-2.40e-02
1528	2.10e+00	-2.40e-02
1529	2.10e+00	-2.40e-02
1530	2.10e+00	-2.40e-02
1531	2.10e+00	-2.40e-02
1532	2.10e+00	-2.40e-02
1533	2.10e+00	-2.40e-02
1534	2.10e+00	-2.40e-02
1535	2.10e+00	-2.40e-02
1536	2.10e+00	-2.40e-02
1537	2.10e+00	-2.40e-02
1538	2.14e+00	-2.40e-02
1539	2.10e+00	-2.40e-02
1540	2.10e+00	-2.40e-02
1541	2.10e+00	-2.40e-02
1542	2.10e+00	-2.40e-02
1543	2.14e+00	-2.40e-02
1544	2.14e+00	-4.00e-02
1545	2.10e+00	-4.00e-02
1546	2.10e+00	-4.00e-02
1547	2.10e+00	-4.00e-02
1548	2.10e+00	-4.00e-02
1549	2.10e+00	-4.00e-02
1550	2.10e+00	-4.00e-02
1551	2.10e+00	-4.00e-02
1552	2.10e+00	-4.00e-02
1553	2.14e+00	-4.00e-02
1554	2.10e+00	-4.00e-02
1555	2.10e+00	-4.00e-02
1556	2.14e+00	-4.00e-02
1557	2.14e+00	-4.00e-02
1558	2.14e+00	-4.00e-02
1559	2.14e+00	-4.00e-02
1560	2.10e+00	-4.00e-02
1561	2.14e+00	-4.00e-02
1562	2.14e+00	-4.00e-02
1563	2.14e+00	-4.00e-02
1564	2.14e+00	-4.00e-02
1565	2.14e+00	-4.80e-02
1566	2.14e+00	-4.80e-02
1567	2.14e+00	-4.80e-02
1568	2.14e+00	-4.80e-02
1569	2.14e+00	-4.80e-02
1570	2.14e+00	-4.80e-02
1571	2.14e+00	-4.80e-02
1572	2.14e+00	-4.80e-02
1573	2.14e+00	-4.80e-02
1574	2.14e+00	-4.80e-02
1575	2.14e+00	-4.80e-02
1576	2.14e+00	-4.80e-02
1577	2.14e+00	-4.80e-02
1578	2.14e+00	-4.80e-02
1579	2.14e+00	-4.80e-02
1580	2.14e+00	-4.80e-02
1581	2.14e+00	-4.80e-02
1582	2.14e+00	-4.80e-02
1583	2.14e+00	-5.60e-02
1584	2.14e+00	-5.60e-02
1585	2.14e+00	-5.60e-02
1586	2.14e+00	-5.60e-02
1587	2.14e+00	-5.60e-02
1588	2.14e+00	-5.60e-02
1589	2.14e+00	-5.60e-02
1590	2.14e+00	-5.60e-02
1591	2.14e+00	-5.60e-02
1592	2.14e+00	-5.60e-02
1593	2.14e+00	-5.60e-02
1594	2.14e+00	-5.60e-02
1595	2.14e+00	-5.60e-02
1596	2.14e+00	-5.60e-02
1597	2.14e+00	-5.60e-02
1598	2.18e+00	-6.40e-02
1599	2.14e+00	-6.40e-02
1600	2.14e+00	-6.40e-02
1601	2.14e+00	-6.40e-02
1602	2.18e+00	-6.40e-02
1603	2.14e+00	-6.40e-02
1604	2.14e+00	-6.40e-02
1605	2.14e+00	-6.40e-02
1606	2.18e+00	-6.40e-02
1607	2.14e+00	-6.40e-02
1608	2.18e+00	-6.40e-02
1609	2.18e+00	-6.40e-02
1610	2.18e+00	-6.40e-02
1611	2.18e+00	-6.40e-02
1612	2.18e+00	-7.20e-02
1613	2.18e+00	-7.20e-02
1614	2.18e+00	-7.20e-02
1615	2.18e+00	-7.20e-02
1616	2.18e+00	-7.20e-02
1617	2.18e+00	-7.20e-02
1618	2.18e+00	-7.20e-02
1619	2.18e+00	-7.20e-02
1620	2.18e+00	-7.20e-02
1621	2.18e+00	-7.20e-02
1622	2.18e+00	-7.20e-02
1623	2.18e+00	-8.00e-02
1624	2.18e+00	-8.00e-02
1625	2.18e+00	-8.00e-02
1626	2.18e+00	-8.00e-02
1627	2.18e+00	-8.00e-02
1628	2.18e+00	-8.00e-02
1629	2.18e+00	-8.00e-02
1630	2.18e+00	-8.00e-02
1631	2.18e+00	-8.00e-02
1632	2.18e+00	-8.00e-02
1633	2.18e+00	-8.80e-02
1634	2.18e+00	-8.80e-02
1635	2.18e+00	-8.80e-02
1636	2.18e+00	-8.80e-02
1637	2.18e+00	-8.80e-02
1638	2.18e+00	-8.80e-02
1639	2.18e+00	-8.80e-02
1640	2.18e+00	-8.80e-02
1641	2.18e+00	-9.60e-02
1642	2.22e+00	-9.60e-02
1643	2.18e+00	-9.60e-02
1644	2.18e+00	-9.60e-02
1645	2.18e+00	-9.60e-02
1646	2.18e+00	-9.60e-02
1647	2.22e+00	-9.60e-02
1648	2.18e+00	-9.60e-02
1649	2.22e+00	-9.60e-02
1650	2.22e+00	-1.04e-01
1651	2.22e+00	-1.04e-01
1652	2.22e+00	-1.04e-01
1653	2.22e+00	-1.04e-01
1654	2.22e+00	-1.04e-01
1655	2.22e+00	-1.04e-01
1656	2.22e+00	-1.04e-01
1657	2.22e+00	-1.12e-01
1658	2.22e+00	-1.12e-01
1659	2.22e+00	-1.12e-01
1660	2.22e+00	-1.12e-01
1661	2.22e+00	-1.12e-01
1662	2.22e+00	-1.12e-01
1663	2.22e+00	-1.12e-01
1664	2.22e+00	-1.20e-01
1665	2.22e+00	-1.20e-01
1666	2.22e+00	-1.20e-01
1667	2.22e+00	-1.20e-01
1668	2.22e+00	-1.20e-01
1669	2.22e+00	-1.20e-01
1670	2.22e+00	-1.28e-01
1671	2.22e+00	-1.28e-01
1672	2.22e+00	-1.28e-01
1673	2.22e+00	-1.28e-01
1674	2.22e+00	-1.28e-01
1675	2.22e+00	-1.28e-01
