#Razlika hitrosti radij
0.521203685	62.897
0.411992004	39.3
0.779838433	140.807
0.548237894	70.458
0.512264484	60.758
0.903621584	189.055
0.903525986	189.015
0.552111999	70.578
0.739888873	126.75
0.404111858	37.811
0.518307752	62.2
0.816805781	154.473
0.44788998	46.447
0.552905435	70.781
0.619997524	89.001
0.867282306	175.084
0.695211997	111.905
0.565422283	74.022
0.660090768	100.884
0.707598142	115.928
0.552811689	70.757
0.953257475	210.395
0.419384518	40.723
0.56341359	73.497
0.391903818	35.561
0.641249372	95.207
0.919794664	195.883
0.566296224	74.251
0.85862881	170.697
0.548942523	69.77
0.783355661	142.08
0.728067119	122.732
0.538561027	67.156
0.555966877	71.567
0.580338447	77.979
0.526065969	64.076
0.399570799	36.966
0.779888277	140.825
0.718702282	119.595
0.616679709	88.051
0.545335044	68.856
0.616774251	88.078
0.256296598	15.209
0.660041693	100.869
0.66745319	103.147
0.526349139	64.145
0.389771038	35.175
0.561447715	72.985
0.57319458	76.071
0.797453588	147.24
