0.1	1048
0.15	1085
0.2	1178
0.25	1147
0.3	1038
0.35	951
0.4	968
0.45	1068
0.5	1011
0.55	1021
0.6	972
0.65	1007
0.7	909
0.75	873
0.8	781
1.1	435
1.3	2217
1.35	3928
1.4	4428
1.45	3174
1.5	1683
1.6	225
2	224
2.2	221
2.4	212
3	114
3.1	101
3.2	110
3.3	203
3.35	435
3.4	524
3.45	516
3.5	429
3.6	23
3.8	85
4.0	21
4.5	27
4.6	23
4.7	70
4.8	130
4.9	135
5.0	72
5.1	32
